Date,Home_Team,Away_Team,Full_Time_Result,Home_Full_Time_Goals,Away_Full_Time_Goals,Home_Shots,Away_Shots,Home_Shots_On_Target,Away_Shots_On_Target,Home_Corners,Away_Corners,Home_Fouls,Away_Fouls,Home_Yellow_Cards,Away_Yellow_Cards,Home_Red_Cards,Away_Red_Cards,Home_Win_Bet365_Odds,Draw_Bet365_Odds,Away_Win_Bet365_Odds,Home_Win_Pinnacle_Odds,Draw_Pinnacle_Odds,Away_Win_Pinnacle_Odds,Season
2015-12-19,Stoke,Crystal Palace,A,1,2,26,12,5,3,7,3,6,12,2,0,0,0,2.5,3.2,3.2,2.46,3.3,3.21,2015-2016
2015-12-19,West Brom,Bournemouth,A,1,2,6,16,2,7,4,8,12,9,2,1,2,0,2.55,3.3,3,2.86,3.33,2.7,2015-2016
2015-12-20,Swansea,West Ham,D,0,0,21,11,2,2,8,9,6,9,0,1,0,0,2.1,3.4,3.9,2.07,3.44,4.08,2015-2016
2015-12-20,Watford,Liverpool,H,3,0,6,12,5,4,7,9,6,9,1,0,0,0,4.2,3.6,1.95,3.68,3.58,2.13,2015-2016
2015-12-21,Arsenal,Man City,H,2,1,8,20,5,6,4,8,5,16,0,2,0,0,2.45,3.5,3,2.49,3.49,3.01,2015-2016
2015-12-26,Aston Villa,West Ham,D,1,1,15,10,8,4,9,6,14,13,3,3,0,0,2.63,3.25,2.75,2.53,3.23,3.17,2015-2016
2015-12-26,Bournemouth,Crystal Palace,D,0,0,10,8,4,0,8,9,10,13,1,0,0,0,2.4,3.3,3,2.14,3.48,3.77,2015-2016
2015-12-26,Chelsea,Watford,D,2,2,17,12,2,3,9,4,7,15,1,4,0,0,1.44,4.5,7.5,1.5,4.52,7.55,2015-2016
2015-12-26,Liverpool,Leicester,H,1,0,25,7,4,3,7,6,11,8,2,1,0,0,1.91,3.8,3.8,1.99,3.79,3.94,2015-2016
2015-12-26,Man City,Sunderland,H,4,1,19,11,9,3,5,1,10,11,1,1,0,0,1.2,7,13,1.21,7.95,14.78,2015-2016
2015-12-26,Newcastle,Everton,A,0,1,10,20,1,7,1,7,16,12,2,2,0,0,3.2,3.5,2.2,3.62,3.61,2.14,2015-2016
2015-12-26,Southampton,Arsenal,H,4,0,15,7,5,4,3,4,10,9,1,0,0,0,3.6,3.5,2.05,3.64,3.43,2.2,2015-2016
2015-12-26,Stoke,Man United,H,2,0,13,11,3,6,1,12,13,16,1,2,0,0,3.25,3.2,2.3,3.79,3.25,2.23,2015-2016
2015-12-26,Swansea,West Brom,H,1,0,7,9,2,3,0,7,10,13,1,3,0,0,1.91,3.4,4.5,1.92,3.42,4.86,2015-2016
2015-12-26,Tottenham,Norwich,H,3,0,15,11,10,3,9,4,4,13,1,2,0,0,1.4,4.75,8,1.47,4.54,8.4,2015-2016
2015-12-28,Arsenal,Bournemouth,H,2,0,13,10,6,3,9,3,7,8,2,0,0,0,1.44,4.75,8,1.54,4.35,7.15,2015-2016
2015-12-28,Crystal Palace,Swansea,D,0,0,10,5,2,3,7,4,11,16,3,2,0,0,2.1,3.4,4,2.04,3.34,4.35,2015-2016
2015-12-28,Everton,Stoke,A,3,4,15,8,3,5,6,2,10,12,2,1,0,0,1.95,3.6,4.2,1.83,3.72,4.85,2015-2016
2015-12-28,Man United,Chelsea,D,0,0,12,8,2,3,5,3,16,6,4,2,0,0,2.6,3.3,3,2.48,3.26,3.22,2015-2016
2015-12-28,Norwich,Aston Villa,H,2,0,9,6,4,3,3,7,10,21,2,5,0,0,2.05,3.6,3.8,1.93,3.7,4.36,2015-2016
2015-12-28,Watford,Tottenham,A,1,2,9,10,1,3,5,3,11,13,4,2,1,0,3.75,3.5,2.1,3.28,3.32,2.42,2015-2016
2015-12-28,West Brom,Newcastle,H,1,0,22,7,5,2,18,6,7,13,0,0,0,0,2.2,3.25,3.75,2.16,3.34,3.87,2015-2016
2015-12-28,West Ham,Southampton,H,2,1,13,15,5,4,4,7,6,12,1,3,0,0,3.6,3.4,2.2,3.64,3.41,2.21,2015-2016
2015-12-29,Leicester,Man City,D,0,0,11,21,4,5,1,13,11,8,1,3,0,0,4.33,4,1.85,4.17,3.88,1.91,2015-2016
2015-12-30,Sunderland,Liverpool,A,0,1,8,17,3,6,6,4,8,16,1,3,0,0,5.5,3.9,1.7,5.77,4.09,1.66,2015-2016
2016-01-02,Arsenal,Newcastle,H,1,0,16,15,3,6,7,4,10,9,2,2,0,0,1.29,6.5,11,1.24,7.25,12.75,2015-2016
2016-01-02,Leicester,Bournemouth,D,0,0,16,9,2,0,7,1,9,5,1,1,0,1,1.91,3.75,4.33,1.94,3.7,4.25,2015-2016
2016-01-02,Man United,Swansea,H,2,1,19,9,6,4,4,2,14,10,2,1,0,0,1.55,4.2,7,1.49,4.3,8.55,2015-2016
2016-01-02,Norwich,Southampton,H,1,0,10,10,1,4,4,9,9,7,1,0,0,1,3.2,3.4,2.4,3.14,3.18,2.58,2015-2016
2016-01-02,Sunderland,Aston Villa,H,3,1,13,8,6,3,3,3,8,13,3,4,0,0,2.5,3.25,3.2,2.49,3.32,3.15,2015-2016
2016-01-02,Watford,Man City,A,1,2,11,16,3,5,4,5,6,10,1,0,0,0,5,4,1.75,4.99,3.99,1.76,2015-2016
2016-01-02,West Brom,Stoke,H,2,1,16,10,5,3,4,6,7,15,1,1,0,1,2.8,3.2,2.8,2.88,3.16,2.81,2015-2016
2016-01-02,West Ham,Liverpool,H,2,0,18,23,10,2,3,9,11,8,1,1,0,0,4,3.5,2.05,4.28,3.55,1.98,2015-2016
2016-01-03,Crystal Palace,Chelsea,A,0,3,8,10,4,4,5,7,12,15,3,0,0,0,3.8,3.5,2.1,4.16,3.51,2.02,2015-2016
2016-01-03,Everton,Tottenham,D,1,1,12,19,3,4,4,4,8,11,1,2,0,0,2.8,3.5,2.63,2.59,3.46,2.9,2015-2016
2016-01-12,Aston Villa,Crystal Palace,H,1,0,13,9,3,1,9,0,15,9,2,1,0,0,3.2,3.25,2.45,3.32,3.21,2.45,2015-2016
2016-01-12,Bournemouth,West Ham,A,1,3,11,10,4,5,4,7,8,5,1,1,0,0,2,3.6,4,2.03,3.62,3.98,2015-2016
2016-01-12,Newcastle,Man United,D,3,3,14,12,6,4,5,3,10,12,1,3,0,0,5,3.7,1.8,4.88,3.64,1.85,2015-2016
2016-01-13,Chelsea,West Brom,D,2,2,14,13,2,6,7,7,13,8,3,3,0,0,1.44,4.5,9,1.46,4.39,9.32,2015-2016
2016-01-13,Liverpool,Arsenal,D,3,3,22,14,6,5,9,3,9,7,2,0,0,0,2.88,3.4,2.6,2.58,3.39,2.96,2015-2016
2016-01-13,Man City,Everton,D,0,0,22,7,5,2,12,5,5,6,0,1,0,0,1.53,4.75,6,1.55,4.46,6.59,2015-2016
2016-01-13,Southampton,Watford,H,2,0,15,4,7,1,8,1,9,11,1,2,0,0,1.95,3.5,4.33,2.06,3.45,4.09,2015-2016
2016-01-13,Stoke,Norwich,H,3,1,14,5,4,2,7,3,5,8,0,1,0,1,2.05,3.3,4.2,2.04,3.39,4.24,2015-2016
2016-01-13,Swansea,Sunderland,A,2,4,10,7,5,5,8,6,9,12,2,0,1,0,1.8,3.6,5.25,1.83,3.66,4.95,2015-2016
2016-01-13,Tottenham,Leicester,A,0,1,21,10,5,2,16,8,13,10,1,0,0,0,1.75,3.8,5.25,1.86,3.68,4.72,2015-2016
2016-01-16,Aston Villa,Leicester,D,1,1,14,12,5,5,3,4,13,15,3,2,0,0,3.6,3.4,2.2,3.59,3.48,2.2,2015-2016
2016-01-16,Bournemouth,Norwich,H,3,0,15,10,8,3,5,3,8,13,1,1,0,0,1.91,3.6,4.5,1.9,3.6,4.62,2015-2016
2016-01-16,Chelsea,Everton,D,3,3,14,9,7,4,6,4,12,5,1,1,0,0,1.83,3.75,4.75,1.71,3.97,5.47,2015-2016
2016-01-16,Man City,Crystal Palace,H,4,0,17,9,4,3,5,6,10,11,0,2,0,0,1.4,5.25,8.5,1.4,5.1,9.19,2015-2016
2016-01-16,Newcastle,West Ham,H,2,1,23,10,10,3,3,3,9,4,1,0,0,0,2.5,3.4,3,2.39,3.38,3.27,2015-2016
2016-01-16,Southampton,West Brom,H,3,0,9,9,5,0,1,3,10,11,0,0,0,0,1.73,3.75,5.5,1.71,3.67,6.18,2015-2016
2016-01-16,Tottenham,Sunderland,H,4,1,26,5,11,2,11,3,8,13,0,2,0,0,1.36,5.25,9.5,1.36,5.49,9.45,2015-2016
2016-01-17,Liverpool,Man United,A,0,1,19,7,4,1,5,4,6,18,0,2,0,0,2.3,3.25,3.5,2.63,3.12,3.13,2015-2016
2016-01-17,Stoke,Arsenal,D,0,0,14,8,6,3,6,6,16,10,0,0,0,0,4.33,3.6,1.95,3.28,3.24,2.46,2015-2016
2016-01-18,Swansea,Watford,H,1,0,10,13,2,2,6,3,8,11,2,2,0,0,2.38,3.25,3.4,2.28,3.3,3.59,2015-2016
2016-01-23,Crystal Palace,Tottenham,A,1,3,11,24,3,11,3,10,11,12,2,2,0,0,3.6,3.5,2.15,3.65,3.51,2.17,2015-2016
2016-01-23,Leicester,Stoke,H,3,0,15,3,5,2,8,4,10,13,0,1,0,0,2.1,3.5,3.8,1.9,3.71,4.45,2015-2016
2016-01-23,Man United,Southampton,A,0,1,8,7,1,2,4,4,11,8,0,0,0,0,1.91,3.5,4.75,2.09,3.3,4.2,2015-2016
2016-01-23,Norwich,Liverpool,A,4,5,6,13,5,7,3,3,10,14,0,1,0,0,4.33,3.5,1.95,4.28,3.52,1.99,2015-2016
2016-01-23,Sunderland,Bournemouth,D,1,1,10,15,5,5,3,4,5,9,1,1,0,0,3,3.4,2.5,2.82,3.45,2.66,2015-2016
2016-01-23,Watford,Newcastle,H,2,1,13,11,5,2,2,7,10,12,2,1,0,0,2.05,3.5,4,2.02,3.66,3.98,2015-2016
2016-01-23,West Brom,Aston Villa,D,0,0,4,15,0,4,2,6,7,13,0,1,0,0,2.1,3.3,4,2.36,3.17,3.57,2015-2016
2016-01-23,West Ham,Man City,D,2,2,10,16,3,3,5,2,11,15,2,3,0,0,5,4,1.73,5,4.22,1.71,2015-2016
2016-01-24,Arsenal,Chelsea,A,0,1,9,12,1,6,6,7,14,13,1,3,1,0,2.1,3.5,3.9,2.32,3.33,3.46,2015-2016
2016-01-24,Everton,Swansea,A,1,2,20,7,2,5,7,1,5,12,0,3,0,0,1.73,3.8,5.5,1.75,3.81,5.35,2015-2016
2016-02-02,Arsenal,Southampton,D,0,0,21,14,11,3,13,3,11,19,2,1,0,0,1.75,3.75,5.25,1.83,3.65,4.97,2015-2016
2016-02-02,Crystal Palace,Bournemouth,A,1,2,14,8,3,4,5,3,11,15,3,4,0,0,2.45,3.3,3.2,2.64,3.28,2.97,2015-2016
2016-02-02,Leicester,Liverpool,H,2,0,13,14,6,2,3,12,6,7,0,1,0,0,2.63,3.4,2.88,2.92,3.31,2.67,2015-2016
2016-02-02,Man United,Stoke,H,3,0,15,10,5,0,2,5,13,13,2,1,0,0,1.7,3.75,5.75,1.62,3.92,6.75,2015-2016
2016-02-02,Norwich,Tottenham,A,0,3,10,17,2,6,6,8,8,9,2,2,0,0,4.5,3.75,1.85,5.08,3.98,1.75,2015-2016
2016-02-02,Sunderland,Man City,A,0,1,11,6,2,2,8,4,6,15,1,4,0,0,8,4.75,1.45,7.28,4.89,1.47,2015-2016
2016-02-02,West Brom,Swansea,D,1,1,17,18,7,4,7,7,12,13,0,0,0,0,2.63,3.1,3.1,2.59,3.09,3.22,2015-2016
2016-02-02,West Ham,Aston Villa,H,2,0,25,6,6,2,5,5,9,11,3,0,0,1,1.91,3.5,4.75,1.86,3.54,4.95,2015-2016
2016-02-03,Everton,Newcastle,H,3,0,18,7,7,3,3,3,8,15,1,2,0,1,1.65,4.2,5.5,1.74,4.08,4.98,2015-2016
2016-02-03,Watford,Chelsea,D,0,0,12,12,3,4,7,7,10,13,2,1,0,0,4.33,3.5,1.95,5,3.75,1.81,2015-2016
2016-02-06,Aston Villa,Norwich,H,2,0,10,12,3,4,2,11,10,11,0,2,0,0,2.45,3.2,3.3,2.56,3.21,3.15,2015-2016
2016-02-06,Liverpool,Sunderland,D,2,2,16,7,5,2,7,2,4,12,1,1,0,0,1.44,4.75,8.5,1.43,4.86,8.6,2015-2016
2016-02-06,Man City,Leicester,A,1,3,22,14,4,7,11,4,9,15,2,2,0,0,1.62,4.2,6,1.6,4.29,6.21,2015-2016
2016-02-06,Newcastle,West Brom,H,1,0,19,7,7,0,8,4,12,12,0,3,0,0,2.15,3.4,3.8,2.29,3.31,3.55,2015-2016
2016-02-06,Southampton,West Ham,H,1,0,8,18,2,2,4,5,17,10,1,2,1,0,1.73,3.8,5.5,1.71,3.98,5.42,2015-2016
2016-02-06,Stoke,Everton,A,0,3,11,14,3,6,6,4,11,8,1,0,0,0,2.7,3.4,2.8,2.94,3.38,2.6,2015-2016
2016-02-06,Swansea,Crystal Palace,D,1,1,19,12,3,2,9,5,11,14,1,2,0,0,2.25,3.3,3.6,2.39,3.22,3.44,2015-2016
2016-02-06,Tottenham,Watford,H,1,0,26,3,9,0,15,1,12,9,0,1,0,0,1.5,4.33,8,1.52,4.4,7.38,2015-2016
2016-02-07,Bournemouth,Arsenal,A,0,2,17,10,4,5,7,3,6,8,0,1,0,0,3.8,3.5,2.1,4.53,3.66,1.9,2015-2016
2016-02-07,Chelsea,Man United,D,1,1,16,17,5,7,10,11,6,9,0,3,0,0,2.15,3.3,3.9,2.14,3.35,3.94,2015-2016
2016-02-13,Bournemouth,Stoke,A,1,3,11,11,2,6,9,2,7,18,4,2,0,0,2.05,3.4,4.1,1.95,3.57,4.38,2015-2016
2016-02-13,Chelsea,Newcastle,H,5,1,15,10,5,4,8,3,16,14,0,1,1,0,1.44,4.75,8,1.39,5.2,9.1,2015-2016
2016-02-13,Crystal Palace,Watford,A,1,2,14,10,7,3,8,5,11,16,0,2,0,0,2.25,3.3,3.6,2.23,3.25,3.78,2015-2016
2016-02-13,Everton,West Brom,A,0,1,34,5,6,1,14,1,9,12,1,3,0,0,1.53,4.2,7.5,1.5,4.49,7.6,2015-2016
2016-02-13,Norwich,West Ham,D,2,2,13,11,3,6,3,3,16,11,2,2,0,0,2.38,3.4,3.25,2.5,3.33,3.12,2015-2016
2016-02-13,Sunderland,Man United,H,2,1,21,12,5,6,6,8,7,15,2,3,0,0,5.25,3.75,1.75,5.27,3.69,1.79,2015-2016
2016-02-13,Swansea,Southampton,A,0,1,13,13,2,5,5,4,10,12,0,3,0,0,3.2,3.25,2.5,3.2,3.25,2.51,2015-2016
2016-02-14,Arsenal,Leicester,H,2,1,24,7,6,3,11,1,9,10,4,3,0,1,1.75,4,5,1.68,4.23,5.32,2015-2016
2016-02-14,Aston Villa,Liverpool,A,0,6,6,11,1,9,0,6,10,9,3,1,0,0,4.75,3.6,1.85,5.81,3.87,1.69,2015-2016
2016-02-14,Man City,Tottenham,A,1,2,19,6,4,3,7,1,12,17,1,3,0,0,2.1,3.75,3.6,2.15,3.44,3.78,2015-2016
2016-02-27,Leicester,Norwich,H,1,0,13,9,3,1,3,4,9,11,0,2,0,0,1.5,4.33,6,1.57,4.19,6.95,2015-2016
2016-02-27,Southampton,Chelsea,A,1,2,7,16,2,4,7,8,10,11,3,1,0,0,2.8,3.25,2.5,3.23,3.3,2.45,2015-2016
2016-02-27,Stoke,Aston Villa,H,2,1,11,5,3,1,11,0,7,15,0,3,0,0,1.62,3.75,5.5,1.92,3.45,4.78,2015-2016
2016-02-27,Watford,Bournemouth,D,0,0,14,11,1,3,4,5,14,17,3,1,0,0,2.38,3.25,3,2.64,3.36,2.91,2015-2016
2016-02-27,West Brom,Crystal Palace,H,3,2,11,15,5,2,3,6,14,16,2,2,0,0,2.6,3.1,2.8,2.96,3.23,2.68,2015-2016
2016-02-27,West Ham,Sunderland,H,1,0,9,13,3,4,5,6,11,9,1,0,0,0,1.8,3.5,4.5,1.86,3.7,4.69,2015-2016
2016-02-28,Tottenham,Swansea,H,2,1,34,10,14,4,7,7,11,14,2,3,0,0,1.4,4.2,9,1.5,4.22,8.62,2015-2016
2016-02-28,Man United,Arsenal,H,3,2,7,13,5,5,2,3,21,15,4,3,0,0,3,3.25,2.38,3.46,3.4,2.29,2015-2016
2016-03-01,Aston Villa,Everton,A,1,3,14,10,5,7,9,8,8,7,3,1,0,0,4.5,3.6,1.91,5.48,4.14,1.68,2015-2016
2016-03-01,Bournemouth,Southampton,H,2,0,9,6,4,1,10,2,11,18,0,0,0,0,2.9,3.25,2.7,2.86,3.26,2.74,2015-2016
2016-03-01,Leicester,West Brom,D,2,2,22,11,5,3,11,3,10,8,0,2,0,0,1.73,3.8,5.5,1.68,3.95,5.87,2015-2016
2016-03-01,Norwich,Chelsea,A,1,2,13,10,2,2,4,4,17,5,3,2,0,0,5.25,4,1.7,5.56,3.86,1.72,2015-2016
2016-03-01,Sunderland,Crystal Palace,D,2,2,17,13,6,5,4,5,11,14,1,1,0,0,2.5,3.3,3.1,2.49,3.27,3.19,2015-2016
2016-03-02,Arsenal,Swansea,A,1,2,18,11,4,2,7,3,8,11,0,2,0,0,1.36,5.25,10,1.29,5.95,12.55,2015-2016
2016-03-02,Liverpool,Man City,H,3,0,11,4,7,2,3,2,14,14,0,1,0,0,2.63,3.4,2.88,2.79,3.53,2.64,2015-2016
2016-03-02,Man United,Watford,H,1,0,14,13,3,3,9,7,7,17,1,2,0,0,1.67,3.8,6,1.64,3.99,6.3,2015-2016
2016-03-02,Stoke,Newcastle,H,1,0,9,5,2,3,5,2,11,6,1,0,0,0,2,3.5,4.2,2.06,3.51,4,2015-2016
2016-03-02,West Ham,Tottenham,H,1,0,14,9,3,2,6,3,10,11,0,3,0,0,4,3.6,2,3.6,3.38,2.24,2015-2016
2016-03-05,Chelsea,Stoke,D,1,1,20,16,7,5,8,4,9,10,1,2,0,0,1.5,4.5,7.5,1.52,4.32,7.63,2015-2016
2016-03-05,Everton,West Ham,A,2,3,15,17,8,5,9,6,12,13,2,3,1,0,1.73,4,5,1.67,4.27,5.39,2015-2016
2016-03-05,Man City,Aston Villa,H,4,0,22,2,9,1,9,1,10,10,0,1,0,0,1.22,7,15,1.19,7.99,18.14,2015-2016
2016-03-05,Newcastle,Bournemouth,A,1,3,14,16,3,5,5,4,13,8,1,3,0,0,2.63,3.4,2.88,2.59,3.4,2.94,2015-2016
2016-03-05,Southampton,Sunderland,D,1,1,16,11,5,3,12,2,9,9,2,1,1,0,1.6,4,6.5,1.62,4.2,6.07,2015-2016
2016-03-05,Swansea,Norwich,H,1,0,10,8,3,3,5,0,14,15,2,5,0,0,2.05,3.5,4,2.16,3.33,3.89,2015-2016
2016-03-05,Tottenham,Arsenal,D,2,2,26,10,11,4,9,2,9,10,2,2,0,1,2.38,3.4,3.25,2.31,3.51,3.29,2015-2016
2016-03-05,Watford,Leicester,A,0,1,11,14,4,7,3,8,10,11,2,2,0,0,3,3.4,2.55,2.99,3.39,2.56,2015-2016
2016-03-06,Crystal Palace,Liverpool,A,1,2,14,19,4,5,6,6,12,16,1,2,0,1,3.8,3.5,2.1,3.78,3.51,2.13,2015-2016
2016-03-06,West Brom,Man United,H,1,0,9,7,2,1,4,5,8,7,1,0,0,1,4.33,3.4,2,4.45,3.61,1.93,2015-2016
2016-03-12,Bournemouth,Swansea,H,3,2,12,12,4,4,5,3,12,11,1,0,0,0,1.95,3.5,4.33,2.02,3.54,4.12,2015-2016
2016-03-12,Norwich,Man City,D,0,0,5,15,0,3,3,8,15,10,3,1,0,0,6,4.2,1.6,6.85,4.31,1.56,2015-2016
2016-03-12,Stoke,Southampton,A,1,2,13,11,2,4,1,4,13,12,1,2,0,1,2.7,3.2,2.9,2.72,3.25,2.9,2015-2016
2016-03-13,Aston Villa,Tottenham,A,0,2,11,19,2,8,5,8,6,6,0,0,0,0,7.5,4.5,1.5,7.45,4.5,1.51,2015-2016
2016-03-14,Leicester,Newcastle,H,1,0,10,13,1,2,8,4,4,9,0,0,0,0,1.57,4.33,6.25,1.58,4.36,6.35,2015-2016
2016-03-19,Chelsea,West Ham,D,2,2,22,13,5,6,10,9,13,14,3,5,0,0,1.75,3.8,5.25,1.83,3.76,4.78,2015-2016
2016-03-19,Crystal Palace,Leicester,A,0,1,12,8,4,3,10,7,9,13,1,1,0,0,3,3.4,2.5,2.89,3.35,2.66,2015-2016
2016-03-19,Everton,Arsenal,A,0,2,8,11,2,3,7,5,7,10,0,0,0,0,2.7,3.5,2.7,2.7,3.66,2.65,2015-2016
2016-03-19,Swansea,Aston Villa,H,1,0,10,12,1,2,4,6,9,10,3,2,0,0,1.67,3.8,6,1.68,4.05,5.55,2015-2016
2016-03-19,Watford,Stoke,A,1,2,9,9,4,6,9,2,10,14,3,1,0,0,2.4,3.25,3.3,2.22,3.27,3.79,2015-2016
2016-03-19,West Brom,Norwich,A,0,1,10,7,0,1,4,3,8,13,1,2,0,0,2.25,3.3,3.6,2.44,3.25,3.3,2015-2016
2016-03-20,Man City,Man United,A,0,1,26,5,2,3,11,5,9,12,1,1,0,0,1.83,3.75,4.75,2.01,3.61,4.09,2015-2016
2016-03-20,Newcastle,Sunderland,D,1,1,17,14,8,4,2,5,14,7,4,1,0,0,2.1,3.5,3.8,2.24,3.22,3.79,2015-2016
2016-03-20,Southampton,Liverpool,H,3,2,16,18,5,9,3,5,10,13,1,3,0,0,2.63,3.4,2.88,2.94,3.3,2.65,2015-2016
2016-03-20,Tottenham,Bournemouth,H,3,0,17,2,8,0,4,5,11,6,0,1,0,0,1.53,4.33,7,1.52,4.31,7.55,2015-2016
2016-04-02,Arsenal,Watford,H,4,0,19,6,12,2,8,3,7,10,1,1,0,0,1.36,5.25,10,1.35,5.55,9.9,2015-2016
2016-04-02,Aston Villa,Chelsea,A,0,4,15,11,4,8,7,2,12,8,4,1,1,0,6.5,4.33,1.57,4.93,3.63,1.85,2015-2016
2016-04-02,Bournemouth,Man City,A,0,4,11,15,2,7,4,4,9,8,0,1,0,0,3.75,3.6,2.1,3.94,3.72,2.01,2015-2016
2016-04-02,Liverpool,Tottenham,D,1,1,15,18,7,5,12,9,11,11,2,0,0,0,2.5,3.4,3,2.15,3.56,3.66,2015-2016
2016-04-02,Norwich,Newcastle,H,3,2,13,13,6,5,6,5,6,11,0,0,0,0,2.2,3.4,3.6,2.31,3.35,3.45,2015-2016
2016-04-02,Stoke,Swansea,D,2,2,12,12,5,3,5,5,6,16,0,1,0,0,2.2,3.4,3.6,2.13,3.37,3.96,2015-2016
2016-04-02,Sunderland,West Brom,D,0,0,22,3,7,0,9,3,11,13,1,1,0,0,2.1,3.3,4,2,3.4,4.39,2015-2016
2016-04-02,West Ham,Crystal Palace,D,2,2,18,12,6,5,4,5,12,19,2,2,1,0,1.95,3.6,4.2,1.85,3.74,4.65,2015-2016
2016-04-03,Leicester,Southampton,H,1,0,11,10,4,2,7,8,12,13,2,2,0,0,2.25,3.4,3.5,2.39,3.32,3.32,2015-2016
2016-04-03,Man United,Everton,H,1,0,10,7,2,1,5,5,15,6,2,0,0,0,2.1,3.5,3.75,1.97,3.65,4.19,2015-2016
2016-04-09,Aston Villa,Bournemouth,A,1,2,6,12,1,3,3,8,13,11,2,2,0,0,3.4,3.2,2.2,3.78,3.58,2.1,2015-2016
2016-04-09,Crystal Palace,Norwich,H,1,0,13,13,6,4,10,4,13,10,2,1,0,0,2.05,3.4,3.6,1.93,3.53,4.62,2015-2016
2016-04-09,Man City,West Brom,H,2,1,13,13,4,2,8,8,10,7,0,1,0,0,1.33,5,9,1.36,5.25,10.75,2015-2016
2016-04-09,Southampton,Newcastle,H,3,1,20,5,6,3,11,2,8,7,0,0,0,0,1.53,4,6,1.63,4.24,5.88,2015-2016
2016-04-09,Swansea,Chelsea,H,1,0,12,8,6,2,1,9,15,13,5,4,0,0,3.75,3.4,2,3.08,3.4,2.49,2015-2016
2016-04-09,Watford,Everton,D,1,1,13,12,5,7,7,6,13,10,2,1,0,0,3.4,3.3,2.15,3.55,3.55,2.19,2015-2016
2016-04-09,West Ham,Arsenal,D,3,3,19,11,7,6,7,4,11,8,2,0,0,0,3.6,3.5,2,3.89,3.87,1.98,2015-2016
2016-04-10,Liverpool,Stoke,H,4,1,14,10,6,3,6,3,14,14,0,2,0,0,1.55,4,5.75,1.65,3.98,6.15,2015-2016
2016-04-10,Sunderland,Leicester,A,0,2,15,17,1,7,1,7,9,9,1,1,0,0,3.4,3.4,2.1,3.3,3.33,2.4,2015-2016
2016-04-10,Tottenham,Man United,H,3,0,16,5,8,1,2,7,10,10,3,3,0,0,1.91,3.5,4,2,3.54,4.2,2015-2016
2016-04-13,Crystal Palace,Everton,D,0,0,18,9,6,5,10,7,7,9,0,1,0,1,2.9,3.4,2.6,2.68,3.38,2.85,2015-2016
2016-04-16,Chelsea,Man City,A,0,3,11,11,4,8,11,3,12,15,2,3,1,0,2.75,3.4,2.7,2.61,3.55,2.81,2015-2016
2016-04-16,Everton,Southampton,D,1,1,7,18,2,4,3,10,8,14,1,1,0,0,2.7,3.4,2.8,3,3.52,2.48,2015-2016
2016-04-16,Man United,Aston Villa,H,1,0,13,7,4,1,14,3,9,10,0,1,0,0,1.22,7,17,1.25,6.4,15,2015-2016
2016-04-16,Newcastle,Swansea,H,3,0,12,11,7,1,3,7,13,9,2,1,0,0,2.3,3.4,3.4,2.43,3.46,3.13,2015-2016
2016-04-16,Norwich,Sunderland,A,0,3,19,8,6,3,14,0,7,11,2,2,0,0,2.4,3.3,3.25,2.35,3.36,3.36,2015-2016
2016-04-16,West Brom,Watford,A,0,1,16,11,4,4,9,3,11,17,0,3,0,0,2.4,3.2,3.4,2.4,3.26,3.37,2015-2016
2016-04-17,Arsenal,Crystal Palace,D,1,1,21,7,6,2,10,5,7,13,0,2,0,0,1.33,5.75,9.5,1.34,5.85,9.7,2015-2016
2016-04-17,Bournemouth,Liverpool,A,1,2,18,19,5,6,5,4,9,9,0,0,0,0,3.6,3.5,2.15,2.69,3.48,2.77,2015-2016
2016-04-17,Leicester,West Ham,D,2,2,6,19,2,4,0,5,14,14,1,3,1,0,1.95,3.6,4.2,1.95,3.71,4.19,2015-2016
2016-04-18,Stoke,Tottenham,A,0,4,12,23,2,6,5,3,12,12,2,0,0,0,4.5,3.75,1.85,5.02,4,1.75,2015-2016
2016-04-19,Newcastle,Man City,D,1,1,5,9,3,5,5,3,13,8,3,2,0,0,6,4.5,1.57,6.5,4.63,1.54,2015-2016
2016-04-20,Liverpool,Everton,H,4,0,37,3,13,0,9,1,8,11,1,1,0,1,1.73,4,5,1.7,4.07,5.31,2015-2016
2016-04-20,Man United,Crystal Palace,H,2,0,16,5,10,0,10,2,13,7,1,2,0,0,1.53,4.33,7,1.46,4.65,8.25,2015-2016
2016-04-20,West Ham,Watford,H,3,1,18,7,7,4,4,2,11,17,0,2,0,1,1.57,4.33,6.5,1.45,4.82,8.03,2015-2016
2016-04-21,Arsenal,West Brom,H,2,0,16,8,7,1,2,6,14,14,0,1,0,0,1.29,6,13,1.25,6.57,13.99,2015-2016
2016-04-23,Aston Villa,Southampton,A,2,4,16,17,7,7,6,11,8,9,2,0,0,0,7.5,4.2,1.53,6.95,4.35,1.55,2015-2016
2016-04-23,Bournemouth,Chelsea,A,1,4,13,16,4,4,10,7,11,4,1,0,0,0,3.1,3.5,2.4,3.55,3.68,2.14,2015-2016
2016-04-23,Liverpool,Newcastle,D,2,2,13,6,4,3,5,4,8,17,1,1,0,0,1.57,4.5,6,1.52,4.67,6.69,2015-2016
2016-04-23,Man City,Stoke,H,4,0,11,14,6,2,9,4,8,8,0,0,0,0,1.3,6,11,1.31,6,11.35,2015-2016
