Date,Home_Team,Away_Team,Full_Time_Result,Home_Full_Time_Goals,Away_Full_Time_Goals,Home_Shots,Away_Shots,Home_Shots_On_Target,Away_Shots_On_Target,Home_Corners,Away_Corners,Home_Fouls,Away_Fouls,Home_Yellow_Cards,Away_Yellow_Cards,Home_Red_Cards,Away_Red_Cards,Home_Bet365_Odds,Draw_Bet365_Odds,Away_Bet365_Odds,Home_Pinnacle_Odds,Draw_Pinnacle_Odds,Away_Pinnacle_Odds,Season
2018-10-05,Brighton,West Ham,H,1,0,9,17,4,4,2,9,12,8,3,2,0,0,2.7,3.3,2.87,2.77,3.24,2.87,2018-2019
2018-10-06,Burnley,Huddersfield,D,1,1,6,19,3,2,1,10,8,11,2,2,0,0,2.14,3.1,4.2,2.39,2.99,3.75,2018-2019
2018-10-06,Crystal Palace,Wolves,A,0,1,11,7,4,2,6,3,11,13,3,4,0,0,3,3.2,2.62,2.85,3.26,2.77,2018-2019
2018-10-06,Leicester,Everton,A,1,2,8,17,2,8,2,10,10,11,2,1,1,0,2.2,3.4,3.6,2.32,3.28,3.49,2018-2019
2018-10-06,Man United,Newcastle,H,3,2,18,13,10,8,10,6,16,8,2,2,0,0,1.44,4.5,9,1.4,4.75,10.06,2018-2019
2018-10-06,Tottenham,Cardiff,H,1,0,19,8,7,6,6,2,7,11,2,1,0,1,1.22,7,15,1.25,6.6,12.33,2018-2019
2018-10-06,Watford,Bournemouth,A,0,4,14,10,2,7,10,7,11,9,3,1,1,0,2.14,3.6,3.5,2.17,3.47,3.69,2018-2019
2018-10-07,Fulham,Arsenal,A,1,5,21,9,4,7,4,2,11,12,2,0,0,0,5.25,4.33,1.66,5.01,4.48,1.67,2018-2019
2018-10-07,Liverpool,Man City,D,0,0,7,6,2,2,2,6,10,10,1,3,0,0,2.54,3.6,2.8,2.84,3.55,2.6,2018-2019
2018-10-07,Southampton,Chelsea,A,0,3,15,21,6,6,4,12,13,11,6,0,0,0,6,4.1,1.61,6.92,4.19,1.56,2018-2019
2018-10-20,Bournemouth,Southampton,D,0,0,10,8,2,4,6,4,10,14,1,2,0,0,2.04,3.7,3.75,2.22,3.51,3.53,2018-2019
2018-10-20,Cardiff,Fulham,H,4,2,22,9,5,4,4,4,15,16,3,3,0,0,2.5,3.5,2.95,2.62,3.45,2.88,2018-2019
2018-10-20,Chelsea,Man United,D,2,2,21,7,6,4,5,3,9,17,2,5,0,0,1.75,3.8,5.25,1.77,3.9,5.01,2018-2019
2018-10-20,Huddersfield,Liverpool,A,0,1,13,11,1,2,2,4,9,6,0,2,0,0,11,5.5,1.33,12.75,6.18,1.26,2018-2019
2018-10-20,Man City,Burnley,H,5,0,24,5,10,0,10,1,11,5,2,2,0,0,1.08,13,34,1.07,14.92,32.36,2018-2019
2018-10-20,Newcastle,Brighton,A,0,1,27,8,6,2,10,2,13,17,0,2,0,0,2.2,3.25,3.8,2.22,3.25,3.82,2018-2019
2018-10-20,West Ham,Tottenham,A,0,1,13,10,4,2,10,6,8,10,3,0,0,0,4.1,3.9,1.9,3.89,3.73,2.02,2018-2019
2018-10-20,Wolves,Watford,A,0,2,10,9,1,3,8,2,23,13,3,1,0,0,1.75,3.75,5.25,1.86,3.38,5.36,2018-2019
2018-10-21,Everton,Crystal Palace,H,2,0,20,7,4,3,10,5,13,17,2,1,0,0,1.85,3.6,4.75,1.78,3.67,5.35,2018-2019
2018-10-22,Arsenal,Leicester,H,3,1,19,8,6,2,6,4,10,10,2,2,0,0,1.53,4.5,6.5,1.63,4.13,6.03,2018-2019
2018-10-27,Brighton,Wolves,H,1,0,2,25,1,7,1,10,11,8,3,0,0,0,3.2,3.2,2.5,3.48,3.19,2.39,2018-2019
2018-10-27,Fulham,Bournemouth,A,0,3,11,12,1,5,5,5,16,3,2,1,1,0,2.9,3.75,2.4,2.85,3.71,2.51,2018-2019
2018-10-27,Leicester,West Ham,D,1,1,21,11,7,3,8,0,17,5,1,1,0,1,2.1,3.5,3.8,1.98,3.6,4.21,2018-2019
2018-10-27,Liverpool,Cardiff,H,4,1,19,2,7,1,8,0,6,4,0,0,0,0,1.11,11,26,1.12,9.84,28.98,2018-2019
2018-10-27,Southampton,Newcastle,D,0,0,22,6,4,0,7,2,9,12,0,1,0,0,2.1,3.4,3.9,2.01,3.55,4.15,2018-2019
2018-10-27,Watford,Huddersfield,H,3,0,12,13,6,7,3,3,9,13,1,2,0,0,1.75,3.75,5.25,1.78,3.53,5.73,2018-2019
2018-10-28,Burnley,Chelsea,A,0,4,7,24,1,8,4,4,14,10,4,2,0,0,11,5,1.36,9.53,4.52,1.43,2018-2019
2018-10-28,Crystal Palace,Arsenal,D,2,2,16,7,3,2,6,4,10,16,1,2,0,0,4.75,4.1,1.75,4.57,3.86,1.84,2018-2019
2018-10-28,Man United,Everton,H,2,1,14,14,10,6,8,4,15,12,2,1,0,0,1.72,3.9,5.25,1.81,3.74,4.95,2018-2019
2018-10-29,Tottenham,Man City,A,0,1,4,13,1,6,3,6,13,13,2,2,0,0,4.75,4.1,1.75,5.42,4.29,1.66,2018-2019
2018-11-03,Arsenal,Liverpool,D,1,1,12,13,4,4,5,8,7,7,1,1,0,0,3.9,3.9,1.95,3.91,3.94,1.96,2018-2019
2018-11-03,Bournemouth,Man United,A,1,2,18,18,7,8,9,5,12,12,4,3,0,0,3.6,3.7,2.1,3.9,3.98,1.95,2018-2019
2018-11-03,Cardiff,Leicester,A,0,1,11,13,2,5,6,12,13,12,2,2,0,0,3.8,3.4,2.14,3.45,3.47,2.27,2018-2019
2018-11-03,Everton,Brighton,H,3,1,14,5,3,3,6,4,9,17,0,1,0,0,1.61,4,6.5,1.57,4.04,7.24,2018-2019
2018-11-03,Newcastle,Watford,H,1,0,10,16,2,1,8,9,12,11,1,5,0,0,2.75,3.25,2.8,2.85,3.29,2.74,2018-2019
2018-11-03,West Ham,Burnley,H,4,2,22,6,10,3,10,4,7,9,1,4,0,0,1.75,3.75,5.25,1.57,4.17,6.85,2018-2019
2018-11-03,Wolves,Tottenham,A,2,3,16,10,7,8,5,1,11,8,1,2,0,0,3.1,3.4,2.45,3.43,3.38,2.32,2018-2019
2018-11-04,Chelsea,Crystal Palace,H,3,1,15,7,6,2,4,2,6,13,0,1,0,0,1.25,6.75,13,1.33,5.53,10.76,2018-2019
2018-11-04,Man City,Southampton,H,6,1,18,12,8,6,4,4,14,9,1,1,0,0,1.11,11,29,1.12,10.04,27.35,2018-2019
2018-11-05,Huddersfield,Fulham,H,1,0,10,7,2,1,5,4,11,8,1,2,0,0,2.3,3.5,3.3,2.34,3.44,3.32,2018-2019
2018-11-10,Cardiff,Brighton,H,2,1,20,7,6,3,4,1,7,21,2,1,0,1,2.6,3.1,3.1,2.58,3.15,3.19,2018-2019
2018-11-10,Crystal Palace,Tottenham,A,0,1,11,11,4,2,10,6,12,9,1,1,0,0,4.5,3.75,1.85,5.48,3.96,1.7,2018-2019
2018-11-10,Huddersfield,West Ham,D,1,1,15,12,7,5,5,6,9,8,1,1,0,0,3.4,3.25,2.35,3.27,3.27,2.46,2018-2019
2018-11-10,Leicester,Burnley,D,0,0,22,6,5,1,12,1,13,10,2,0,0,0,1.5,4.33,8,1.49,4.47,7.93,2018-2019
2018-11-10,Newcastle,Bournemouth,H,2,1,18,14,6,4,7,10,9,11,2,1,0,0,2.9,3.4,2.6,2.94,3.5,2.55,2018-2019
2018-11-10,Southampton,Watford,D,1,1,14,12,4,6,7,6,13,13,3,2,0,0,2.5,3.3,3.1,2.34,3.44,3.32,2018-2019
2018-11-11,Arsenal,Wolves,D,1,1,10,12,3,5,11,2,9,16,2,2,0,0,1.66,4.2,5.25,1.65,4.15,5.71,2018-2019
2018-11-11,Chelsea,Everton,D,0,0,15,6,4,1,5,5,7,11,4,3,0,0,1.4,5.25,8.5,1.4,5.04,8.94,2018-2019
2018-11-11,Liverpool,Fulham,H,2,0,20,8,7,3,6,3,11,9,1,1,0,0,1.11,11,26,1.1,11.92,26.16,2018-2019
2018-11-11,Man City,Man United,H,3,1,17,6,5,1,5,1,12,12,1,1,0,0,1.4,5.25,8.5,1.36,5.42,9.53,2018-2019
2018-11-24,Brighton,Leicester,D,1,1,14,8,3,3,6,1,10,7,3,1,0,1,2.9,3.4,2.6,2.9,3.15,2.81,2018-2019
2018-11-24,Everton,Cardiff,H,1,0,16,7,8,1,7,3,12,13,0,3,0,0,1.4,5,9,1.47,4.34,8.88,2018-2019
2018-11-24,Fulham,Southampton,H,3,2,10,19,5,8,2,5,10,6,2,3,0,0,2.62,3.5,2.8,2.8,3.31,2.78,2018-2019
2018-11-24,Man United,Crystal Palace,D,0,0,12,13,5,2,10,3,13,12,1,2,0,0,1.4,5.25,8,1.46,4.47,8.65,2018-2019
2018-11-24,Tottenham,Chelsea,H,3,1,18,13,9,2,4,4,19,12,0,3,0,0,2.8,3.5,2.6,3.09,3.44,2.47,2018-2019
2018-11-24,Watford,Liverpool,A,0,3,5,10,1,7,5,5,12,13,0,0,0,1,6.5,4.33,1.55,6.29,4.46,1.56,2018-2019
2018-11-24,West Ham,Man City,A,0,4,9,9,1,6,8,1,6,3,0,0,0,0,13,6.5,1.25,12.2,6.9,1.24,2018-2019
2018-11-25,Bournemouth,Arsenal,A,1,2,11,20,5,4,5,8,6,9,2,1,0,0,3.5,3.75,1.95,3.38,3.7,2.21,2018-2019
2018-11-25,Wolves,Huddersfield,A,0,2,12,14,3,6,3,5,9,8,1,2,0,0,1.5,4.33,8,1.61,3.71,7.73,2018-2019
2018-11-26,Burnley,Newcastle,A,1,2,14,17,4,3,5,5,6,11,0,1,0,0,2.9,3.2,2.75,3.03,3.18,2.67,2018-2019
2018-11-30,Cardiff,Wolves,H,2,1,17,15,3,4,7,6,3,12,1,2,0,0,3.8,3.25,2.2,3.63,3.28,2.28,2018-2019
2018-12-01,Crystal Palace,Burnley,H,2,0,29,4,9,0,10,2,9,10,1,1,0,0,1.61,3.9,6.5,1.56,4.07,7.28,2018-2019
2018-12-01,Huddersfield,Brighton,A,1,2,7,14,2,6,2,6,10,12,0,2,1,0,2.5,3,3.4,2.43,2.93,3.76,2018-2019
2018-12-01,Leicester,Watford,H,2,0,7,8,3,0,4,8,7,6,2,1,0,1,2.25,3.3,3.6,2.36,3.3,3.41,2018-2019
2018-12-01,Man City,Bournemouth,H,3,1,16,4,6,1,8,4,9,3,0,0,0,0,1.11,11,26,1.13,9.87,22.77,2018-2019
2018-12-01,Newcastle,West Ham,A,0,3,16,7,4,4,7,3,10,10,3,3,0,0,2.5,3.3,3.1,2.59,3.37,2.98,2018-2019
2018-12-01,Southampton,Man United,D,2,2,16,11,6,5,3,5,12,13,4,4,0,0,4.33,3.6,1.95,4.29,3.58,1.97,2018-2019
2018-12-02,Arsenal,Tottenham,H,4,2,22,11,7,6,8,5,15,17,3,3,0,1,2.62,3.6,2.75,2.94,3.53,2.53,2018-2019
2018-12-02,Chelsea,Fulham,H,2,0,16,9,9,4,4,6,8,17,2,1,0,0,1.18,8,17,1.2,7.59,14.82,2018-2019
2018-12-02,Liverpool,Everton,H,1,0,16,9,3,3,8,1,12,7,3,2,0,0,1.4,5,9,1.47,4.49,8.31,2018-2019
2018-12-04,Bournemouth,Huddersfield,H,2,1,6,23,2,6,4,8,14,11,4,2,0,0,1.66,3.8,6,1.74,3.72,5.65,2018-2019
2018-12-04,Brighton,Crystal Palace,H,3,1,9,18,3,5,4,5,14,12,2,3,1,0,3,3.1,2.7,3.14,2.95,2.77,2018-2019
2018-12-04,Watford,Man City,A,1,2,11,15,7,7,3,11,4,8,0,1,0,0,11,6,1.3,9.33,5.38,1.37,2018-2019
2018-12-04,West Ham,Cardiff,H,3,1,17,9,11,5,10,4,10,10,1,2,0,0,1.66,4,5.75,1.7,3.94,5.59,2018-2019
2018-12-05,Burnley,Liverpool,A,1,3,10,18,6,12,5,9,10,3,1,0,0,0,14,5.75,1.28,11.43,5.21,1.33,2018-2019
2018-12-05,Everton,Newcastle,D,1,1,19,8,3,5,14,2,7,18,0,5,0,0,1.6,4,6.5,1.49,4.37,8.17,2018-2019
2018-12-05,Fulham,Leicester,D,1,1,25,13,7,5,10,8,12,7,0,0,0,0,3,3.5,2.45,2.75,3.36,2.8,2018-2019
2018-12-05,Man United,Arsenal,D,2,2,10,9,7,4,4,4,13,10,3,3,0,0,2.45,3.5,3,2.44,3.52,3.07,2018-2019
2018-12-05,Tottenham,Southampton,H,3,1,13,18,8,5,8,6,7,5,0,0,0,0,1.36,5.25,9.5,1.34,5.45,10.73,2018-2019
2018-12-05,Wolves,Chelsea,H,2,1,6,17,2,3,1,5,18,10,4,4,0,0,5,3.75,1.8,6.01,3.94,1.66,2018-2019
2018-12-08,Arsenal,Huddersfield,H,1,0,14,6,2,0,7,1,13,20,5,4,0,0,1.28,6,12,1.3,5.74,12.4,2018-2019
2018-12-08,Bournemouth,Liverpool,A,0,4,8,10,2,4,6,6,9,11,2,1,0,0,5.75,4.5,1.6,7.43,4.72,1.48,2018-2019
2018-12-08,Burnley,Brighton,H,1,0,14,14,4,1,2,7,11,11,2,0,0,0,2.9,3.2,2.75,2.98,3.11,2.77,2018-2019
2018-12-08,Cardiff,Southampton,H,1,0,13,12,4,1,7,7,9,10,2,2,0,0,2.9,3.25,2.7,3.3,3.28,2.44,2018-2019
2018-12-08,Chelsea,Man City,H,2,0,8,14,5,4,1,13,12,11,2,0,0,0,4,3.8,1.95,3.56,3.47,2.22,2018-2019
2018-12-08,Leicester,Tottenham,A,0,2,11,7,3,2,6,5,12,7,3,1,0,0,3.8,3.75,2,4.34,3.49,1.99,2018-2019
2018-12-08,Man United,Fulham,H,4,1,20,10,11,4,10,3,11,15,1,1,0,1,1.33,5.75,10,1.39,5.09,9.42,2018-2019
2018-12-08,West Ham,Crystal Palace,H,3,2,13,8,6,4,5,3,10,8,1,2,0,0,2.3,3.4,3.4,2.32,3.54,3.27,2018-2019
2018-12-09,Newcastle,Wolves,A,1,2,12,13,4,6,4,6,10,17,2,5,1,0,2.9,3.2,2.7,2.97,3.05,2.83,2018-2019
2018-12-10,Everton,Watford,D,2,2,12,15,5,3,6,6,13,13,1,1,0,0,1.8,3.75,5,1.69,3.92,5.7,2018-2019
2018-12-15,Crystal Palace,Leicester,H,1,0,8,12,1,2,4,4,10,8,2,1,0,0,2.62,3.2,3,2.73,3.2,2.94,2018-2019
2018-12-15,Fulham,West Ham,A,0,2,16,6,4,3,6,4,14,10,2,1,0,0,2.9,3.6,2.5,3.12,3.56,2.4,2018-2019
2018-12-15,Huddersfield,Newcastle,A,0,1,15,8,5,5,10,1,5,13,1,1,0,0,2.6,3.1,3.1,2.64,3.07,3.19,2018-2019
2018-12-15,Man City,Everton,H,3,1,13,9,5,2,6,2,7,9,1,2,0,0,1.22,7.5,13,1.23,6.83,13.15,2018-2019
2018-12-15,Tottenham,Burnley,H,1,0,15,4,3,0,8,3,7,8,0,2,0,0,1.18,8,19,1.2,6.92,18.03,2018-2019
2018-12-15,Watford,Cardiff,H,3,2,17,10,8,3,5,0,7,5,0,0,0,0,1.64,3.9,6,1.68,3.9,5.86,2018-2019
2018-12-15,Wolves,Bournemouth,H,2,0,9,13,3,3,5,3,15,7,1,2,0,0,1.95,3.6,4.33,2.02,3.45,4.24,2018-2019
2018-12-16,Brighton,Chelsea,A,1,2,6,10,2,3,4,1,14,6,2,2,0,0,7.5,4.5,1.5,8.63,4.58,1.45,2018-2019
2018-12-16,Liverpool,Man United,H,3,1,36,6,11,2,13,2,6,14,0,2,0,0,1.57,4.5,6,1.55,4.26,7.09,2018-2019
2018-12-16,Southampton,Arsenal,H,3,2,12,13,7,4,4,5,12,10,3,1,0,0,4.1,3.9,1.9,4.52,4,1.82,2018-2019
2018-12-21,Wolves,Liverpool,A,0,2,11,15,5,6,1,10,7,3,0,0,0,0,7,4,1.57,7.49,4.16,1.54,2018-2019
2018-12-22,Arsenal,Burnley,H,3,1,10,7,6,2,1,3,10,14,2,5,0,0,1.25,6.5,15,1.2,7.15,15.42,2018-2019
2018-12-22,Bournemouth,Brighton,H,2,0,14,10,3,5,6,5,8,18,2,0,0,1,1.9,3.7,4.33,2.03,3.5,4.14,2018-2019
2018-12-22,Cardiff,Man United,A,1,5,9,17,3,9,4,7,13,13,2,1,0,0,6.5,4.2,1.57,6.9,4.32,1.55,2018-2019
2018-12-22,Chelsea,Leicester,A,0,1,17,8,5,3,9,5,10,9,0,2,0,0,1.33,5.5,11,1.34,5.48,10.52,2018-2019
2018-12-22,Huddersfield,Southampton,A,1,3,16,13,5,6,8,2,12,9,2,3,0,0,3.1,3.1,2.6,2.9,3.1,2.85,2018-2019
