Date,Home_Team,Away_Team,Full_Time_Result,Home_Full_Time_Goals,Away_Full_Time_Goals,Home_Shots,Away_Shots,Home_Shots_On_Target,Away_Shots_On_Target,Home_Corners,Away_Corners,Home_Fouls,Away_Fouls,Home_Yellow_Cards,Away_Yellow_Cards,Home_Red_Cards,Away_Red_Cards,Home_Bet365_Odds,Draw_Bet365_Odds,Away_Bet365_Odds,Home_Pinnacle_Odds,Draw_Pinnacle_Odds,Away_Pinnacle_Odds,Season
2022-08-20,Leicester,Southampton,A,1,2,6,9,1,3,2,5,11,15,2,3,0,0,1.83,4,4,1.78,4.18,4.51,2022-2023
2022-08-20,Bournemouth,Arsenal,A,0,3,6,14,1,6,3,4,12,10,2,1,0,0,8,4.75,1.4,7.26,4.82,1.47,2022-2023
2022-08-21,Leeds,Chelsea,H,3,0,12,14,6,3,4,6,16,15,0,1,0,1,5.75,4.5,1.53,6.14,4.63,1.55,2022-2023
2022-08-21,West Ham,Brighton,A,0,2,13,11,3,2,5,4,10,7,2,0,0,0,2.3,3.4,3.1,2.6,3.42,2.9,2022-2023
2022-08-21,Newcastle,Man City,D,3,3,12,21,6,10,5,5,14,7,4,2,0,0,7.5,5,1.36,7,5,1.47,2022-2023
2022-08-22,Man United,Liverpool,H,2,1,12,17,4,5,6,8,11,7,3,1,0,0,5.25,4.33,1.6,4.65,4.5,1.7,2022-2023
2022-08-27,Southampton,Man United,A,0,1,17,11,5,6,5,3,4,14,0,3,0,0,4.2,4,1.8,3.65,3.95,2.02,2022-2023
2022-08-27,Brentford,Everton,D,1,1,19,14,5,7,8,5,8,8,2,2,0,0,2,3.5,3.75,2.08,3.51,3.91,2022-2023
2022-08-27,Brighton,Leeds,H,1,0,13,10,4,2,5,3,10,14,2,3,0,0,1.9,3.8,3.8,1.74,3.98,5.09,2022-2023
2022-08-27,Chelsea,Leicester,H,2,1,7,17,3,5,3,11,10,7,1,2,1,0,1.4,5,7,1.41,5.2,7.99,2022-2023
2022-08-27,Liverpool,Bournemouth,H,9,0,19,5,12,2,8,1,6,5,0,1,0,0,1.1,10,26,1.15,9.25,19.5,2022-2023
2022-08-27,Man City,Crystal Palace,H,4,2,18,2,5,2,6,1,14,8,1,2,0,0,1.18,7.5,13,1.2,7.75,16,2022-2023
2022-08-27,Arsenal,Fulham,H,2,1,22,11,8,3,9,2,6,12,2,3,0,0,1.3,5.75,9,1.42,5.35,7.5,2022-2023
2022-08-28,Aston Villa,West Ham,A,0,1,9,7,3,2,3,2,10,10,2,0,0,0,2.3,3.4,3.1,2.12,3.53,3.74,2022-2023
2022-08-28,Wolves,Newcastle,D,1,1,10,21,4,6,4,13,10,11,2,1,0,0,2.7,3.3,2.7,2.59,3.3,3,2022-2023
2022-08-28,Nott'm Forest,Tottenham,A,0,2,17,18,1,7,6,1,11,13,6,1,0,0,7,4.6,1.44,7.1,5.05,1.45,2022-2023
2022-08-30,Crystal Palace,Brentford,D,1,1,13,9,4,3,4,6,11,8,1,2,0,0,2.05,3.4,3.6,2.12,3.49,3.78,2022-2023
2022-08-30,Fulham,Brighton,H,2,1,10,7,3,4,3,3,9,11,2,1,0,0,3.1,3.3,2.3,3.36,3.29,2.38,2022-2023
2022-08-30,Southampton,Chelsea,H,2,1,9,10,7,4,5,3,15,10,2,1,0,0,5.25,4,1.61,5.22,4.11,1.69,2022-2023
2022-08-30,Leeds,Everton,D,1,1,14,7,5,2,10,2,10,9,3,3,0,0,2.15,3.5,3.3,2.17,3.65,3.49,2022-2023
2022-08-31,Arsenal,Aston Villa,H,2,1,22,4,9,3,10,3,10,14,2,3,0,0,1.45,4.5,6,1.55,4.57,6.27,2022-2023
2022-08-31,Bournemouth,Wolves,D,0,0,5,17,2,4,2,5,12,12,2,1,0,0,3.5,3.3,2.15,3.4,3.32,2.34,2022-2023
2022-08-31,Man City,Nott'm Forest,H,6,0,17,8,9,1,10,1,9,7,0,1,0,0,1.06,13,29,1.1,12.5,26,2022-2023
2022-08-31,West Ham,Tottenham,D,1,1,14,13,4,4,3,4,10,9,2,5,0,0,3.6,3.8,1.95,3.29,3.51,2.3,2022-2023
2022-08-31,Liverpool,Newcastle,H,2,1,23,5,6,2,13,0,9,10,0,2,0,0,1.33,5.25,9,1.29,6.26,10.61,2022-2023
2022-09-01,Leicester,Man United,A,0,1,10,9,2,2,1,3,7,15,1,3,0,0,3.4,3.75,2.05,3.2,3.76,2.25,2022-2023
2022-09-03,Everton,Liverpool,D,0,0,14,23,3,8,7,9,7,11,2,2,0,0,7,4.75,1.4,7.8,5.4,1.4,2022-2023
2022-09-03,Brentford,Leeds,H,5,2,14,17,8,6,2,6,8,9,2,2,0,0,2.1,3.5,3.4,2.17,3.57,3.55,2022-2023
2022-09-03,Chelsea,West Ham,H,2,1,8,6,3,3,10,3,6,11,4,2,0,0,1.55,4.5,5.5,1.69,4.03,5.44,2022-2023
2022-09-03,Newcastle,Crystal Palace,D,0,0,23,19,6,9,13,5,19,12,2,1,0,0,2,3.5,3.75,2.12,3.47,3.82,2022-2023
2022-09-03,Nott'm Forest,Bournemouth,A,2,3,11,8,3,3,4,6,13,10,2,1,0,0,1.95,3.5,3.8,2.21,3.38,3.65,2022-2023
2022-09-03,Tottenham,Fulham,H,2,1,23,9,10,3,10,3,9,6,3,4,0,0,1.5,4.5,6.5,1.54,4.62,6.24,2022-2023
2022-09-03,Wolves,Southampton,H,1,0,7,12,2,1,5,6,10,14,4,2,0,0,2.2,3.4,3.25,2.14,3.53,3.68,2022-2023
2022-09-03,Aston Villa,Man City,D,1,1,3,13,1,4,1,4,7,6,2,0,0,0,8,5.5,1.33,9.35,5.85,1.33,2022-2023
2022-09-04,Brighton,Leicester,H,5,2,23,6,11,4,10,1,6,8,1,1,0,0,1.83,3.5,4.5,1.94,3.63,4.29,2022-2023
2022-09-04,Man United,Arsenal,H,3,1,10,16,6,3,2,5,13,9,3,3,0,0,2.5,3.5,2.7,2.71,3.56,2.69,2022-2023
2022-09-16,Aston Villa,Southampton,H,1,0,11,7,3,1,6,3,13,13,3,1,0,0,2.1,3.5,3.5,2.14,3.58,3.64,2022-2023
2022-09-16,Nott'm Forest,Fulham,A,2,3,11,15,3,7,2,10,11,10,2,4,0,0,2.75,3.3,2.62,2.8,3.49,2.64,2022-2023
2022-09-17,Wolves,Man City,A,0,3,6,16,1,7,5,7,7,9,2,1,1,0,9.5,5,1.33,9.25,5.65,1.35,2022-2023
2022-09-17,Newcastle,Bournemouth,D,1,1,20,10,7,3,8,1,10,11,2,2,0,0,1.44,4.4,7.5,1.43,5.01,7.85,2022-2023
2022-09-17,Tottenham,Leicester,H,6,2,16,19,11,7,6,1,9,9,1,2,0,0,1.45,4.5,7,1.56,4.45,6.38,2022-2023
2022-09-18,Brentford,Arsenal,A,0,3,5,13,2,7,3,3,10,10,0,2,0,0,4.2,3.8,1.8,4.5,3.85,1.85,2022-2023
2022-09-18,Everton,West Ham,H,1,0,7,14,2,4,5,14,8,11,3,1,0,0,2.9,3.25,2.5,2.95,3.35,2.6,2022-2023
2022-10-01,Arsenal,Tottenham,H,3,1,22,7,9,3,5,2,10,10,2,1,0,1,2.05,3.75,3.3,1.99,3.75,3.84,2022-2023
2022-10-01,Bournemouth,Brentford,D,0,0,7,13,1,4,7,8,11,10,1,2,0,0,3.3,3.4,2.2,3.3,3.53,2.27,2022-2023
2022-10-01,Crystal Palace,Chelsea,A,1,2,7,13,3,3,5,2,11,13,1,3,0,0,4.2,3.6,1.85,4.83,3.78,1.79,2022-2023
2022-10-01,Fulham,Newcastle,A,1,4,3,19,1,10,1,8,9,10,2,0,1,0,3,3.4,2.37,2.95,3.42,2.51,2022-2023
2022-10-01,Liverpool,Brighton,D,3,3,15,6,7,6,9,2,9,13,1,1,0,0,1.33,5.25,8.5,1.49,4.76,6.85,2022-2023
2022-10-01,Southampton,Everton,A,1,2,22,12,6,5,7,6,11,10,2,2,0,0,2.15,3.4,3.4,2.38,3.32,3.23,2022-2023
2022-10-01,West Ham,Wolves,H,2,0,18,15,5,4,1,6,8,6,2,2,0,0,1.95,3.5,4.2,2.07,3.36,4.01,2022-2023
2022-10-02,Man City,Man United,H,6,3,22,12,10,8,5,1,3,9,0,3,0,0,1.33,5.75,7.5,1.43,5.6,6.7,2022-2023
2022-10-02,Leeds,Aston Villa,D,0,0,9,19,1,7,2,9,23,12,3,2,1,0,2.35,3.4,3,2.45,3.49,3.06,2022-2023
2022-10-03,Leicester,Nott'm Forest,H,4,0,17,10,7,3,6,6,13,12,2,4,0,0,1.75,4,4.33,1.74,4.15,4.75,2022-2023
2022-10-08,Bournemouth,Leicester,H,2,1,10,9,4,5,7,2,8,16,1,2,0,0,3.6,3.4,2.05,3.45,3.54,2.22,2022-2023
2022-10-08,Chelsea,Wolves,H,3,0,20,8,7,2,4,2,8,8,2,0,0,0,1.4,4.5,8,1.53,4.36,7.03,2022-2023
2022-10-08,Man City,Southampton,H,4,0,21,5,8,0,9,1,4,8,0,1,0,0,1.11,10,17,1.13,11,21,2022-2023
2022-10-08,Newcastle,Brentford,H,5,1,16,6,6,3,9,5,14,9,0,1,0,0,1.83,3.8,4.2,1.69,4.05,5.35,2022-2023
2022-10-08,Brighton,Tottenham,A,0,1,14,8,4,3,6,2,9,14,1,2,0,0,2.8,3.4,2.5,2.58,3.4,2.94,2022-2023
2022-10-09,Crystal Palace,Leeds,H,2,1,13,10,5,4,5,3,13,23,3,3,0,0,2.05,3.5,3.6,2.09,3.62,3.73,2022-2023
2022-10-09,West Ham,Fulham,H,3,1,17,8,8,2,4,2,9,7,1,3,0,0,1.72,3.8,4.75,1.63,4.11,5.89,2022-2023
2022-10-09,Arsenal,Liverpool,H,3,2,11,8,7,3,4,3,11,11,1,2,0,0,2.5,3.6,2.62,2.58,3.84,2.67,2022-2023
2022-10-09,Everton,Man United,A,1,2,11,12,2,4,5,4,7,13,2,1,0,0,3.6,3.5,2.05,3.65,3.68,2.09,2022-2023
2022-10-10,Nott'm Forest,Aston Villa,D,1,1,6,12,3,2,1,4,13,19,3,3,0,0,3.3,3.4,2.2,3.79,3.64,2.03,2022-2023
2022-10-14,Brentford,Brighton,H,2,0,7,21,3,7,2,11,12,15,3,1,0,0,3.1,3.4,2.3,3.35,3.53,2.27,2022-2023
2022-10-15,Leicester,Crystal Palace,D,0,0,14,8,5,1,9,2,18,13,2,2,0,0,2.3,3.4,3.1,2.49,3.54,2.96,2022-2023
2022-10-15,Fulham,Bournemouth,D,2,2,19,10,4,6,5,6,9,11,2,0,0,0,1.85,3.75,4,1.98,3.69,4.03,2022-2023
2022-10-15,Wolves,Nott'm Forest,H,1,0,9,10,2,2,4,5,17,13,2,2,0,0,1.7,3.75,5,1.76,3.91,5.02,2022-2023
2022-10-15,Tottenham,Everton,H,2,0,21,4,7,0,7,1,12,13,1,4,0,0,1.5,4.5,6.5,1.5,4.7,6.9,2022-2023
2022-10-16,Aston Villa,Chelsea,A,0,2,18,8,7,4,7,1,12,11,0,3,0,0,4.33,3.75,1.8,3.97,3.49,2.07,2022-2023
2022-10-16,Leeds,Arsenal,A,0,1,16,9,4,4,6,3,10,11,0,2,0,0,6,4.2,1.55,4.97,4.22,1.7,2022-2023
2022-10-16,Man United,Newcastle,D,0,0,15,9,2,2,4,4,13,11,3,1,0,0,1.95,3.8,3.5,2.08,3.68,3.71,2022-2023
2022-10-16,Southampton,West Ham,D,1,1,10,25,8,4,4,14,7,3,1,1,0,0,2.9,3.4,2.4,3.01,3.37,2.54,2022-2023
2022-10-16,Liverpool,Man City,H,1,0,13,16,2,6,5,6,10,7,3,1,0,0,3.6,4,1.9,3.81,4.25,1.9,2022-2023
2022-10-18,Brighton,Nott'm Forest,D,0,0,19,3,7,0,9,1,10,14,3,1,0,0,1.4,4.75,7,1.41,5.08,8.53,2022-2023
2022-10-18,Crystal Palace,Wolves,H,2,1,14,10,4,4,4,3,14,18,3,1,0,0,2.25,3.1,3.4,2.13,3.39,3.89,2022-2023
2022-10-19,Bournemouth,Southampton,A,0,1,15,9,3,3,7,3,8,13,1,3,0,0,2.62,3.3,2.62,2.71,3.3,2.86,2022-2023
2022-10-19,Brentford,Chelsea,D,0,0,8,14,5,5,6,2,7,7,0,0,0,0,4.75,3.8,1.72,4.49,3.72,1.88,2022-2023
2022-10-19,Liverpool,West Ham,H,1,0,22,8,7,3,8,3,9,8,0,0,0,0,1.4,5,7,1.44,5.05,7.4,2022-2023
2022-10-19,Newcastle,Everton,H,1,0,16,1,4,0,8,2,9,12,2,4,0,0,1.6,3.8,5.75,1.66,4.06,5.74,2022-2023
2022-10-19,Man United,Tottenham,H,2,0,28,9,10,2,8,3,7,7,1,0,0,0,2.45,3.5,2.75,2.43,3.55,3.05,2022-2023
2022-10-20,Fulham,Aston Villa,H,3,0,18,12,8,6,9,7,11,11,0,2,0,1,2.9,3.3,2.5,3.03,3.47,2.47,2022-2023
2022-10-20,Leicester,Leeds,H,2,0,5,14,1,2,2,9,15,11,2,1,0,0,2.25,3.6,3,2.37,3.64,3.05,2022-2023
2022-10-22,Nott'm Forest,Liverpool,H,1,0,10,15,7,7,2,11,14,8,2,1,0,0,11,6,1.25,9.5,5.5,1.36,2022-2023
2022-10-22,Everton,Crystal Palace,H,3,0,9,9,6,2,3,4,16,14,3,4,0,0,2.6,3.2,2.87,2.54,3.18,3.18,2022-2023
2022-10-22,Man City,Brighton,H,3,1,10,8,4,2,7,3,11,12,1,3,0,0,1.2,7,13,1.23,7.25,14,2022-2023
2022-10-22,Chelsea,Man United,D,1,1,6,13,2,6,6,4,8,10,1,4,0,0,2.05,3.5,3.5,2.17,3.65,3.62,2022-2023
2022-10-23,Aston Villa,Brentford,H,4,0,19,12,11,3,7,6,14,11,1,0,0,0,2.1,3.5,3.5,2.08,3.57,3.81,2022-2023
2022-10-23,Leeds,Fulham,A,2,3,14,11,5,5,3,6,12,8,1,1,0,0,2.05,3.5,3.6,2.1,3.81,3.51,2022-2023
2022-10-23,Southampton,Arsenal,D,1,1,10,12,3,3,9,4,11,8,2,1,0,0,6,4,1.57,7.07,4.79,1.48,2022-2023
2022-10-23,Wolves,Leicester,A,0,4,21,5,5,4,9,2,10,13,2,1,0,0,2.25,3.25,3.25,2.41,3.43,3.18,2022-2023
2022-10-23,Tottenham,Newcastle,A,1,2,17,13,5,5,6,7,12,6,4,2,0,0,2.05,3.5,3.5,2.25,3.52,3.41,2022-2023
2022-10-24,West Ham,Bournemouth,H,2,0,20,5,4,3,5,0,9,11,0,2,0,0,1.55,4,6,1.62,4.08,6.12,2022-2023
2022-10-29,Leicester,Man City,A,0,1,10,15,5,5,3,10,5,10,0,0,0,0,10,6.5,1.25,7.75,5.2,1.42,2022-2023
2022-10-29,Bournemouth,Tottenham,A,2,3,6,23,4,7,2,19,10,5,1,2,0,0,5,3.8,1.7,5.18,3.79,1.75,2022-2023
2022-10-29,Brentford,Wolves,D,1,1,12,14,3,4,3,6,10,17,3,3,0,1,2.2,3.4,3.3,2.2,3.55,3.49,2022-2023
2022-10-29,Brighton,Chelsea,H,4,1,19,15,9,7,8,7,16,6,1,2,0,0,3,3.3,2.4,3.17,3.37,2.44,2022-2023
2022-10-29,Crystal Palace,Southampton,H,1,0,12,14,3,4,8,4,13,12,3,3,0,0,1.9,3.6,4,2.08,3.47,3.94,2022-2023
2022-10-29,Newcastle,Aston Villa,H,4,0,20,3,7,0,3,0,11,11,1,1,0,0,1.8,3.75,4.5,1.78,3.89,4.92,2022-2023
2022-10-29,Fulham,Everton,D,0,0,24,9,6,4,13,4,10,8,2,1,0,0,2.37,3.4,3,2.33,3.49,3.27,2022-2023
2022-10-29,Liverpool,Leeds,A,1,2,22,14,10,6,14,5,9,3,0,1,0,0,1.3,6,9,1.23,7.5,12,2022-2023
2022-10-30,Arsenal,Nott'm Forest,H,5,0,24,5,10,2,9,4,9,8,0,1,0,0,1.2,7,12,1.22,7.25,13.5,2022-2023
2022-10-30,Man United,West Ham,H,1,0,16,13,3,5,5,10,12,10,1,3,0,0,1.66,4,4.8,1.73,3.97,5.12,2022-2023
2022-11-05,Leeds,Bournemouth,H,4,3,18,9,4,6,13,3,16,10,2,2,0,0,1.72,3.8,4.75,1.65,4.22,5.52,2022-2023
2022-11-05,Man City,Fulham,H,2,1,16,4,5,2,9,0,6,11,2,4,1,0,1.11,9.5,19,1.18,8.5,16,2022-2023
2022-11-05,Nott'm Forest,Brentford,D,2,2,15,6,7,2,3,3,10,11,2,2,0,0,2.75,3.3,2.6,2.7,3.24,2.92,2022-2023
2022-11-05,Wolves,Brighton,A,2,3,8,19,5,8,4,9,15,11,2,0,1,0,3.3,3.3,2.25,3.64,3.33,2.24,2022-2023
2022-11-05,Everton,Leicester,A,0,2,12,22,2,8,8,3,9,5,0,0,0,0,2.4,3.3,3,2.56,3.4,2.96,2022-2023
2022-11-06,Chelsea,Arsenal,A,0,1,5,14,1,2,4,6,20,13,5,2,0,0,2.55,3.4,2.7,2.71,3.48,2.69,2022-2023
2022-11-06,Aston Villa,Man United,H,3,1,6,8,4,3,3,5,6,12,3,3,0,0,3.3,3.8,2.1,3.18,3.57,2.34,2022-2023
2022-11-06,Southampton,Newcastle,A,1,4,16,7,5,4,8,2,7,10,1,0,0,0,4,3.6,1.9,4.49,3.8,1.85,2022-2023
2022-11-06,West Ham,Crystal Palace,A,1,2,5,15,2,6,2,5,10,7,1,1,0,0,1.9,3.4,4.2,1.89,3.59,4.6,2022-2023
2022-11-06,Tottenham,Liverpool,A,1,2,14,13,5,6,5,3,10,8,0,0,0,0,3.3,3.6,2.1,3.59,3.89,2.05,2022-2023
2022-11-12,Man City,Brentford,A,1,2,29,10,6,8,10,2,9,7,2,2,0,0,1.14,8,17,1.15,9,19.5,2022-2023
2022-11-12,Bournemouth,Everton,H,3,0,16,15,9,3,3,5,12,8,2,0,0,0,2.8,3.25,2.6,2.88,3.26,2.73,2022-2023
2022-11-12,Liverpool,Southampton,H,3,1,15,9,7,5,6,0,8,8,0,2,0,0,1.25,6.5,11,1.28,6.66,9.77,2022-2023
2022-11-12,Nott'm Forest,Crystal Palace,H,1,0,9,8,2,0,1,5,11,13,1,4,0,0,3.1,3.1,2.45,3.34,3.2,2.44,2022-2023
2022-11-12,Tottenham,Leeds,H,4,3,14,12,8,5,9,2,8,7,1,1,0,1,1.65,4.2,4.75,1.65,4.42,5.24,2022-2023
2022-11-12,West Ham,Leicester,A,0,2,18,9,6,6,7,2,9,8,3,1,0,0,2.05,3.4,3.75,1.99,3.68,4.03,2022-2023
2022-11-12,Newcastle,Chelsea,H,1,0,10,5,3,2,5,3,14,11,3,2,0,0,2.35,3.4,3,2.17,3.46,3.67,2022-2023
2022-11-12,Wolves,Arsenal,A,0,2,11,14,2,4,6,4,5,6,3,2,0,0,6,4.2,1.55,6.54,4.22,1.57,2022-2023
2022-11-13,Brighton,Aston Villa,A,1,2,7,8,2,2,11,4,14,11,2,7,0,0,1.83,3.75,4.2,1.76,3.85,5.05,2022-2023
2022-11-13,Fulham,Man United,A,1,2,14,14,7,9,10,3,9,10,1,1,0,0,3.8,3.8,1.9,4.29,3.9,1.87,2022-2023
2022-12-26,Brentford,Tottenham,D,2,2,9,16,5,8,6,5,11,10,3,1,0,0,4,3.6,1.91,3.36,3.68,2.2,2022-2023
2022-12-26,Crystal Palace,Fulham,A,0,3,4,23,0,11,1,8,12,15,0,0,2,0,2.05,3.6,3.5,2.29,3.55,3.3,2022-2023
2022-12-26,Everton,Wolves,A,1,2,12,7,6,4,2,2,9,22,1,6,0,0,2.3,3.25,3.2,2.57,3.25,3.07,2022-2023
2022-12-26,Leicester,Newcastle,A,0,3,8,12,2,5,5,5,9,6,0,0,0,0,3.25,3.5,2.2,3.47,3.51,2.23,2022-2023
2022-12-26,Southampton,Brighton,A,1,3,14,7,4,4,4,2,9,10,1,2,0,0,3.3,3.5,2.15,3.83,3.52,2.08,2022-2023
2022-12-26,Aston Villa,Liverpool,A,1,3,12,16,6,9,0,6,7,12,0,0,0,0,4.75,4,1.7,4.89,4.13,1.73,2022-2023
2022-12-26,Arsenal,West Ham,H,3,1,16,8,5,4,7,5,13,17,0,2,0,0,1.5,4.33,6.5,1.57,4.3,6.43,2022-2023
2022-12-27,Chelsea,Bournemouth,H,2,0,15,9,5,4,6,8,8,10,0,0,0,0,1.3,5.5,10,1.37,5.35,9.25,2022-2023
2022-12-27,Man United,Nott'm Forest,H,3,0,17,8,8,3,9,9,13,4,3,1,0,0,1.29,5.5,11,1.36,5.5,9.2,2022-2023
2022-12-28,Leeds,Man City,A,1,3,9,26,1,9,3,5,11,14,3,3,0,0,9.5,6,1.29,10.34,6.03,1.3,2022-2023
2022-12-30,West Ham,Brentford,A,0,2,20,9,5,6,8,1,9,5,1,0,0,0,2,3.6,3.6,2.15,3.65,3.53,2022-2023
2022-12-30,Liverpool,Leicester,H,2,1,21,7,5,2,4,5,8,15,0,1,0,0,1.29,6,9.5,1.26,6.43,12.34,2022-2023
2022-12-31,Wolves,Man United,A,0,1,10,16,3,6,7,5,11,11,1,3,0,0,4,3.6,1.91,4.12,3.69,1.96,2022-2023
2022-12-31,Bournemouth,Crystal Palace,A,0,2,6,15,2,6,2,7,17,11,4,1,0,0,2.8,3.3,2.5,3.01,3.22,2.65,2022-2023
2022-12-31,Fulham,Southampton,H,2,1,8,9,2,3,4,4,8,13,0,1,0,0,1.95,3.6,3.75,1.84,3.9,4.47,2022-2023
2022-12-31,Man City,Everton,D,1,1,16,2,3,1,7,1,13,14,3,4,0,0,1.13,9,19,1.15,9.75,20,2022-2023
2022-12-31,Newcastle,Leeds,D,0,0,16,8,5,1,9,3,13,19,3,5,0,0,1.45,4.5,7,1.46,4.87,6.94,2022-2023
2022-12-31,Brighton,Arsenal,A,2,4,9,14,5,7,7,4,7,11,3,3,0,0,3.4,3.5,2.1,4.47,3.77,1.87,2022-2023
2023-01-01,Tottenham,Aston Villa,A,0,2,6,13,2,4,5,3,15,10,4,3,0,0,1.67,4,5,1.68,4.26,5.1,2022-2023
2023-01-01,Nott'm Forest,Chelsea,D,1,1,12,7,5,2,1,2,16,14,2,2,0,0,5,3.8,1.7,5.8,4.2,1.63,2022-2023
2023-01-02,Brentford,Liverpool,H,3,1,10,16,7,6,4,9,5,8,1,3,0,0,5.5,4.33,1.55,6.24,4.65,1.54,2022-2023
2023-01-03,Arsenal,Newcastle,D,0,0,17,8,4,1,5,5,10,16,4,4,0,0,1.8,3.8,4.33,1.78,3.91,4.88,2022-2023
2023-01-03,Everton,Brighton,A,1,4,10,19,4,8,5,2,8,10,3,1,0,0,3.5,3.5,2.1,3.23,3.39,2.43,2022-2023
2023-01-03,Leicester,Fulham,A,0,1,15,11,6,2,6,3,12,11,2,6,0,0,2.2,3.6,3.1,2.36,3.67,3.06,2022-2023
2023-01-03,Man United,Bournemouth,H,3,0,18,7,6,4,6,5,13,7,0,3,0,0,1.29,5.5,11,1.29,6.05,11.5,2022-2023
2023-01-04,Southampton,Nott'm Forest,A,0,1,8,11,0,1,6,2,14,17,2,2,0,0,2,3.5,3.8,2.43,3.37,3.19,2022-2023
2023-01-04,Leeds,West Ham,D,2,2,14,15,6,2,8,1,11,18,3,1,0,0,2.6,3.5,2.6,2.93,3.45,2.56,2022-2023
2023-01-04,Aston Villa,Wolves,D,1,1,13,10,4,3,7,8,6,12,1,3,0,0,1.95,3.6,4,1.95,3.58,4.32,2022-2023
2023-01-04,Crystal Palace,Tottenham,A,0,4,19,14,4,6,10,4,11,8,1,2,0,0,3.4,3.5,2.15,3.32,3.47,2.31,2022-2023
