Date,Home_Team,Away_Team,Full_Time_Result,Home_Full_Time_Goals,Away_Full_Time_Goals,Home_Shots,Away_Shots,Home_Shots_On_Target,Away_Shots_On_Target,Home_Corners,Away_Corners,Home_Fouls,Away_Fouls,Home_Yellow_Cards,Away_Yellow_Cards,Home_Red_Cards,Away_Red_Cards,Home_Bet365_Odds,Draw_Bet365_Odds,Away_Bet365_Odds,Home_Pinnacle_Odds,Draw_Pinnacle_Odds,Away_Pinnacle_Odds,Season
2012-11-10,Arsenal,Fulham,D,3,3,15,9,9,5,8,6,12,10,1,2,0,0,1.53,4.2,6,1.56,4.3,6.45,2012-2013
2012-11-10,Aston Villa,Man United,A,2,3,10,16,7,7,5,6,12,7,1,1,0,0,7,4.5,1.44,7.9,5.11,1.43,2012-2013
2012-11-10,Everton,Sunderland,H,2,1,16,6,10,4,6,2,14,14,1,3,0,0,1.44,4.2,8,1.39,5.05,9.76,2012-2013
2012-11-10,Reading,Norwich,D,0,0,7,10,3,3,10,3,9,16,0,1,0,0,2.25,3.4,3.2,2.27,3.65,3.26,2012-2013
2012-11-10,Southampton,Swansea,D,1,1,11,5,5,3,10,6,11,10,2,2,0,0,2.38,3.5,2.88,2.52,3.67,2.84,2012-2013
2012-11-10,Stoke,QPR,H,1,0,10,17,5,8,5,5,11,16,2,3,0,0,1.91,3.4,4.2,2.04,3.44,4.18,2012-2013
2012-11-10,Wigan,West Brom,A,1,2,14,7,6,4,5,8,9,13,1,4,0,0,2.3,3.4,3.1,2.2,3.46,3.56,2012-2013
2012-11-11,Chelsea,Liverpool,D,1,1,12,9,3,5,4,7,12,13,1,3,0,0,1.95,3.5,4,1.85,3.7,4.8,2012-2013
2012-11-11,Man City,Tottenham,H,2,1,16,6,8,2,8,2,16,7,1,2,0,0,1.57,4,6,1.52,4.69,6.6,2012-2013
2012-11-11,Newcastle,West Ham,A,0,1,14,10,9,5,11,4,8,14,1,2,0,0,1.95,3.6,3.8,2,3.72,3.97,2012-2013
2012-11-17,Arsenal,Tottenham,H,5,2,13,6,10,4,6,6,13,12,1,2,0,1,1.91,3.75,3.8,1.92,3.66,4.41,2012-2013
2012-11-17,Liverpool,Wigan,H,3,0,22,9,11,3,10,5,9,11,0,3,0,0,1.44,4.33,7.5,1.48,4.55,8.02,2012-2013
2012-11-17,Man City,Aston Villa,H,5,0,21,10,8,8,9,4,9,4,0,1,0,0,1.2,6.5,15,1.2,7.48,18.18,2012-2013
2012-11-17,Newcastle,Swansea,A,1,2,27,15,10,9,5,4,7,7,1,3,0,0,1.91,3.6,4,2.18,3.46,3.63,2012-2013
2012-11-17,Norwich,Man United,H,1,0,10,12,5,9,0,12,10,7,0,1,0,0,7,4.5,1.44,6.23,4.38,1.58,2012-2013
2012-11-17,QPR,Southampton,A,1,3,13,21,7,15,4,13,12,9,1,0,0,0,1.91,3.6,4,1.98,3.69,4.07,2012-2013
2012-11-17,Reading,Everton,H,2,1,12,21,4,11,7,13,11,11,3,2,0,0,4.33,3.6,1.83,4.87,3.83,1.8,2012-2013
2012-11-17,West Brom,Chelsea,H,2,1,8,19,6,12,0,12,7,13,0,0,0,0,3.75,3.5,2,3.72,3.6,2.1,2012-2013
2012-11-18,Fulham,Sunderland,A,1,3,18,12,13,9,4,4,9,13,1,3,1,0,1.67,3.75,5.25,1.8,3.82,4.94,2012-2013
2012-11-19,West Ham,Stoke,D,1,1,16,12,11,6,12,4,8,9,1,0,0,0,2,3.4,3.8,2.2,3.25,3.87,2012-2013
2012-11-24,Aston Villa,Arsenal,D,0,0,10,13,8,6,7,6,6,9,1,0,0,0,4.75,3.75,1.73,4.63,3.8,1.85,2012-2013
2012-11-24,Everton,Norwich,D,1,1,14,8,9,4,4,2,10,18,0,3,0,0,1.44,4.33,7.5,1.47,4.66,7.93,2012-2013
2012-11-24,Man United,QPR,H,3,1,15,10,10,6,9,7,6,10,1,1,0,0,1.17,7.5,15,1.17,8.8,18.26,2012-2013
2012-11-24,Stoke,Fulham,H,1,0,12,8,3,5,7,2,14,11,1,1,0,0,2.2,3.3,3.4,2.23,3.38,3.6,2012-2013
2012-11-24,Sunderland,West Brom,A,2,4,19,11,12,6,7,2,12,15,2,3,0,0,2.5,3.3,2.88,2.47,3.34,3.13,2012-2013
2012-11-24,Wigan,Reading,H,3,2,19,16,11,10,9,5,15,9,2,0,0,0,1.83,3.6,4.33,1.93,3.54,4.34,2012-2013
2012-11-25,Chelsea,Man City,D,0,0,5,11,1,7,6,11,9,16,0,3,0,0,2.5,3.5,2.7,2.52,3.47,2.99,2012-2013
2012-11-25,Southampton,Newcastle,H,2,0,17,8,10,3,4,3,12,14,2,2,0,0,2.3,3.5,3,2.09,3.58,3.85,2012-2013
2012-11-25,Swansea,Liverpool,D,0,0,17,21,8,14,7,6,6,10,1,0,0,0,3.4,3.5,2.1,3.76,3.51,2.13,2012-2013
2012-11-25,Tottenham,West Ham,H,3,1,25,10,13,6,4,2,9,10,1,2,0,0,1.67,3.75,5.5,1.77,3.78,5.27,2012-2013
2012-11-27,Aston Villa,Reading,H,1,0,15,11,7,6,8,3,10,5,1,0,0,0,1.95,3.4,4,2.1,3.48,3.9,2012-2013
2012-11-27,Sunderland,QPR,D,0,0,13,13,8,9,5,8,10,15,1,3,0,0,2.25,3.25,3.3,2.37,3.29,3.39,2012-2013
2012-11-28,Chelsea,Fulham,D,0,0,17,8,13,7,10,2,10,11,3,0,0,0,1.44,4.5,7,1.42,4.95,8.8,2012-2013
2012-11-28,Everton,Arsenal,D,1,1,14,12,10,9,6,6,15,9,2,1,0,0,2.5,3.4,2.75,2.42,3.47,3.14,2012-2013
2012-11-28,Man United,West Ham,H,1,0,23,9,13,3,5,5,7,9,1,1,0,0,1.22,6.5,12,1.24,6.98,14.76,2012-2013
2012-11-28,Southampton,Norwich,D,1,1,8,9,2,5,3,7,11,7,1,1,0,0,2,3.4,3.8,1.98,3.69,4.09,2012-2013
2012-11-28,Stoke,Newcastle,H,2,1,11,7,5,6,7,2,12,12,2,2,0,0,1.91,3.4,4.2,2.15,3.31,3.94,2012-2013
2012-11-28,Swansea,West Brom,H,3,1,13,6,8,2,5,2,10,16,0,4,0,0,2.3,3.4,3.1,2.29,3.48,3.37,2012-2013
2012-11-28,Tottenham,Liverpool,H,2,1,14,14,7,9,1,12,4,14,1,2,0,0,2.4,3.4,2.88,2.58,3.4,2.95,2012-2013
2012-11-28,Wigan,Man City,A,0,2,9,15,4,6,6,6,13,12,1,1,0,0,6,4.2,1.53,7.45,4.91,1.47,2012-2013
2012-12-01,Arsenal,Swansea,A,0,2,10,12,8,10,8,5,11,9,1,0,0,0,1.44,4.5,7,1.49,4.54,7.64,2012-2013
2012-12-01,Fulham,Tottenham,A,0,3,8,10,2,6,2,1,10,8,0,2,0,0,2.88,3.3,2.5,3,3.48,2.49,2012-2013
2012-12-01,Liverpool,Southampton,H,1,0,24,8,11,4,10,4,10,8,2,0,0,0,1.4,4.5,8.5,1.37,5.29,9.97,2012-2013
2012-12-01,Man City,Everton,D,1,1,9,8,6,5,5,2,16,12,2,1,0,0,1.5,4,7,1.56,4.3,6.81,2012-2013
2012-12-01,QPR,Aston Villa,D,1,1,17,7,12,3,11,4,5,6,1,2,0,0,1.95,3.5,4,1.98,3.54,4.28,2012-2013
2012-12-01,Reading,Man United,A,3,4,10,10,7,5,6,1,10,12,1,1,0,0,7.5,4.75,1.4,7.47,4.83,1.47,2012-2013
2012-12-01,West Brom,Stoke,A,0,1,14,6,11,4,5,5,8,15,0,3,0,0,2.1,3.25,3.75,2.27,3.31,3.56,2012-2013
2012-12-01,West Ham,Chelsea,H,3,1,16,16,13,9,14,5,15,6,1,2,0,0,4,3.5,1.91,4.84,3.62,1.85,2012-2013
2012-12-02,Norwich,Sunderland,H,2,1,7,16,5,6,2,6,11,16,0,2,0,0,2.1,3.3,3.6,2.08,3.38,4.12,2012-2013
2012-12-03,Newcastle,Wigan,H,3,0,16,9,8,4,4,4,12,14,1,3,0,1,2,3.4,3.75,2.06,3.52,3.94,2012-2013
2012-12-08,Arsenal,West Brom,H,2,0,16,7,7,2,7,4,11,12,2,3,0,0,1.5,4.33,6.5,1.58,4.09,6.93,2012-2013
2012-12-08,Aston Villa,Stoke,D,0,0,9,1,5,0,3,2,8,13,0,1,0,1,2.4,3.2,3.1,2.71,3.17,2.97,2012-2013
2012-12-08,Southampton,Reading,H,1,0,18,6,9,2,7,4,11,10,0,0,0,0,1.91,3.6,4,1.88,3.85,4.38,2012-2013
2012-12-08,Sunderland,Chelsea,A,1,3,14,11,10,5,11,1,11,14,1,3,0,0,4.75,3.5,1.8,6.84,3.95,1.61,2012-2013
2012-12-08,Swansea,Norwich,A,3,4,21,10,10,8,6,2,12,9,2,1,0,0,1.8,3.6,4.5,1.71,3.97,5.4,2012-2013
2012-12-08,Wigan,QPR,D,2,2,14,8,9,4,11,4,7,11,0,1,0,0,2.3,3.4,3.1,2.18,3.65,3.49,2012-2013
2012-12-09,Everton,Tottenham,H,2,1,17,8,11,6,4,4,10,9,2,2,0,0,2,3.5,3.75,1.9,3.82,4.3,2012-2013
2012-12-09,Man City,Man United,A,2,3,16,8,11,3,8,2,11,9,4,3,0,0,2.2,3.5,3.2,2.08,3.43,3.96,2012-2013
2012-12-09,West Ham,Liverpool,A,2,3,9,16,6,8,2,5,12,10,1,2,0,0,3,3.3,2.38,3.28,3.27,2.44,2012-2013
2012-12-10,Fulham,Newcastle,H,2,1,16,20,7,13,5,4,13,11,0,0,0,0,1.91,3.6,4,2.04,3.67,3.9,2012-2013
2012-12-11,Sunderland,Reading,H,3,0,16,12,11,5,6,8,8,11,2,1,0,0,2,3.5,3.75,1.93,3.55,4.53,2012-2013
2012-12-15,Liverpool,Aston Villa,A,1,3,26,9,17,6,7,2,4,11,1,2,0,0,1.36,4.75,9,1.36,5.36,10.26,2012-2013
2012-12-15,Man United,Sunderland,H,3,1,15,13,6,10,9,9,13,10,0,0,0,0,1.2,6.5,15,1.21,7.72,15.9,2012-2013
2012-12-15,Newcastle,Man City,A,1,3,17,16,8,10,12,7,9,16,3,2,0,0,5.5,3.75,1.67,5.92,4.17,1.63,2012-2013
2012-12-15,Norwich,Wigan,H,2,1,16,12,10,6,7,3,7,4,3,1,0,0,2.2,3.4,3.25,2.29,3.57,3.26,2012-2013
2012-12-15,QPR,Fulham,H,2,1,19,6,9,3,3,3,10,14,1,2,0,0,2.4,3.4,2.88,2.66,3.45,2.82,2012-2013
2012-12-15,Stoke,Everton,D,1,1,14,9,8,5,4,8,11,13,1,0,0,0,3.1,3.2,2.4,3.47,3.13,2.41,2012-2013
2012-12-16,Tottenham,Swansea,H,1,0,24,4,16,0,9,3,12,8,2,3,0,0,1.62,4,5.5,1.69,4,5.55,2012-2013
2012-12-16,West Brom,West Ham,D,0,0,19,10,10,2,8,2,12,9,3,3,0,0,2,3.5,3.75,2.04,3.55,4.01,2012-2013
2012-12-17,Reading,Arsenal,A,2,5,7,25,5,17,3,7,8,4,1,1,0,0,5.5,4,1.62,5.97,4.33,1.61,2012-2013
2012-12-22,Liverpool,Fulham,H,4,0,22,7,12,6,8,2,13,6,1,2,0,0,1.53,4,6.5,1.47,4.59,8.41,2012-2013
2012-12-22,Man City,Reading,H,1,0,17,6,10,1,12,3,11,15,2,3,0,0,1.14,8,19,1.12,10.74,24.11,2012-2013
2012-12-22,Newcastle,QPR,H,1,0,18,5,8,4,10,3,9,16,3,2,0,0,2.1,3.4,3.5,2.16,3.4,3.76,2012-2013
2012-12-22,Southampton,Sunderland,A,0,1,13,10,7,6,8,5,11,15,0,3,0,0,2,3.5,3.75,2.17,3.48,3.67,2012-2013
2012-12-22,Tottenham,Stoke,D,0,0,21,4,14,2,11,4,8,11,2,5,0,0,1.62,3.75,6,1.62,3.81,6.92,2012-2013
2012-12-22,West Brom,Norwich,H,2,1,12,10,8,4,6,5,14,9,1,1,0,0,1.91,3.6,4,2.08,3.49,3.94,2012-2013
2012-12-22,West Ham,Everton,A,1,2,6,15,5,8,3,5,12,8,1,0,1,1,2.88,3.25,2.5,3.01,3.35,2.56,2012-2013
2012-12-22,Wigan,Arsenal,A,0,1,13,10,5,8,4,4,14,8,1,1,0,0,4.75,3.75,1.73,4.78,3.86,1.81,2012-2013
