Date,Home_Team,Away_Team,Full_Time_Result,Full_Time_Home_Goals,Full_Time_Away_Goals,Home_Shots,Away_Shots,Home_Shots_On_Target,Away_Shots_On_Target,Home_Corners,Away_Corners,Home_Fouls,Away_Fouls,Home_Yellow_Cards,Away_Yellow_Cards,Home_Red_Cards,Away_Red_Cards,Bet365_Home_Odds,Bet365_Draw_Odds,Bet365_Away_Odds,Season
2008-01-01,Middlesbrough,Everton,A,0,2,7,5,4,3,5,6,18,11,0,1,0,0,3,3.25,2.4,2007-2008
2008-01-01,Reading,Portsmouth,A,0,2,9,18,5,13,5,4,10,6,3,1,1,0,2.87,3.3,2.5,2007-2008
2008-01-02,Blackburn,Sunderland,H,1,0,8,7,3,4,7,3,12,11,3,4,0,1,1.57,4,6,2007-2008
2008-01-02,Bolton,Derby,H,1,0,12,9,5,3,11,7,8,10,2,3,0,0,1.53,4,6.5,2007-2008
2008-01-02,Liverpool,Wigan,D,1,1,15,6,11,1,4,1,13,16,2,1,0,0,1.2,5.5,12,2007-2008
2008-01-02,Newcastle,Man City,A,0,2,16,12,10,7,8,7,8,12,0,3,0,0,2.25,3.3,3.25,2007-2008
2008-01-12,Arsenal,Birmingham,D,1,1,16,2,9,2,14,3,8,10,1,2,0,0,1.2,6,17,2007-2008
2008-01-12,Aston Villa,Reading,H,3,1,14,6,8,3,13,7,15,11,0,2,0,0,1.61,3.75,6,2007-2008
2008-01-12,Chelsea,Tottenham,H,2,0,8,6,6,2,4,7,17,11,2,4,0,0,1.75,3.5,5,2007-2008
2008-01-12,Derby,Wigan,A,0,1,2,12,1,4,1,6,12,16,1,2,1,0,2.87,3.25,2.5,2007-2008
2008-01-12,Everton,Man City,H,1,0,10,5,5,1,4,4,14,12,2,1,0,0,2.1,3.3,3.6,2007-2008
2008-01-12,Man United,Newcastle,H,6,0,30,7,21,5,16,1,7,7,1,1,0,1,1.25,5.5,13,2007-2008
2008-01-12,Middlesbrough,Liverpool,D,1,1,8,14,3,7,3,9,4,11,1,1,0,0,5,3.6,1.72,2007-2008
2008-01-12,West Ham,Fulham,H,2,1,12,9,9,2,8,7,19,13,0,1,0,0,1.72,3.6,5,2007-2008
2008-01-13,Bolton,Blackburn,A,1,2,9,13,5,6,2,6,17,18,2,1,0,0,2.4,3.25,3,2007-2008
2008-01-13,Sunderland,Portsmouth,H,2,0,12,9,5,5,7,5,14,6,3,1,0,0,2.75,3.25,2.62,2007-2008
2008-01-19,Birmingham,Chelsea,A,0,1,15,12,7,9,6,10,9,5,1,1,0,0,5.5,3.6,1.66,2007-2008
2008-01-19,Blackburn,Middlesbrough,D,1,1,14,10,5,5,6,3,7,26,1,3,0,0,1.72,3.6,5,2007-2008
2008-01-19,Fulham,Arsenal,A,0,3,5,11,0,4,4,3,13,10,0,1,0,0,7,3.8,1.53,2007-2008
2008-01-19,Newcastle,Bolton,D,0,0,13,7,5,5,9,6,14,15,1,2,0,0,1.72,3.6,5,2007-2008
2008-01-19,Portsmouth,Derby,H,3,1,18,8,8,5,6,2,14,9,1,2,0,0,1.44,4.2,8,2007-2008
2008-01-19,Reading,Man United,A,0,2,9,21,6,9,8,6,11,8,1,1,0,0,8,4.5,1.4,2007-2008
2008-01-19,Tottenham,Sunderland,H,2,0,17,14,13,8,6,7,13,13,2,2,0,0,1.44,4.2,8,2007-2008
2008-01-20,Man City,West Ham,D,1,1,11,11,6,5,5,10,15,20,2,4,0,0,2,3.4,3.8,2007-2008
2008-01-20,Wigan,Everton,A,1,2,14,11,3,6,5,5,15,15,1,2,0,0,3.25,3.25,2.25,2007-2008
2008-01-21,Liverpool,Aston Villa,D,2,2,17,4,7,3,8,2,11,15,2,2,0,0,1.61,3.75,6,2007-2008
2008-01-26,Aston Villa,Blackburn,D,1,1,5,9,3,4,2,7,14,15,0,2,0,0,1.9,3.4,4.2,2007-2008
2008-01-29,Arsenal,Newcastle,H,3,0,10,7,4,3,4,2,11,15,1,3,0,0,1.28,5,13,2007-2008
2008-01-29,Bolton,Fulham,D,0,0,13,9,4,4,4,2,11,14,0,0,0,0,1.9,3.4,4.2,2007-2008
2008-01-29,Middlesbrough,Wigan,H,1,0,7,10,3,6,4,9,12,13,0,1,0,0,1.9,3.3,4.33,2007-2008
2008-01-29,Sunderland,Birmingham,H,2,0,9,5,6,2,4,8,9,18,1,3,0,0,2.3,3.25,3.2,2007-2008
2008-01-30,Chelsea,Reading,H,1,0,16,7,10,2,10,9,13,9,0,0,0,0,1.22,6,15,2007-2008
2008-01-30,Derby,Man City,D,1,1,12,10,6,5,6,5,11,11,1,1,0,0,5,3.6,1.72,2007-2008
2008-01-30,Everton,Tottenham,D,0,0,11,5,6,4,7,2,14,12,1,1,0,0,2.37,3.25,3.1,2007-2008
2008-01-30,Man United,Portsmouth,H,2,0,25,3,14,3,5,3,9,11,0,1,0,0,1.25,5.5,13,2007-2008
2008-01-30,West Ham,Liverpool,H,1,0,8,13,2,5,4,6,11,19,0,3,0,0,4,3.5,1.9,2007-2008
2008-02-02,Birmingham,Derby,D,1,1,11,6,7,3,5,5,7,11,1,5,0,0,1.61,3.5,6.5,2007-2008
2008-02-02,Blackburn,Everton,D,0,0,13,10,3,4,4,8,18,15,4,2,0,0,2.37,3.2,3.1,2007-2008
2008-02-02,Liverpool,Sunderland,H,3,0,14,6,11,3,4,1,8,10,1,2,0,0,1.3,5,12,2007-2008
2008-02-02,Man City,Arsenal,A,1,3,5,14,2,9,1,9,7,7,2,0,0,0,4.5,3.6,1.8,2007-2008
2008-02-02,Portsmouth,Chelsea,D,1,1,17,20,6,12,4,8,13,12,2,0,0,0,5.25,3.5,1.72,2007-2008
2008-02-02,Reading,Bolton,A,0,2,9,8,6,4,13,3,14,16,3,1,0,0,2.15,3.25,3.5,2007-2008
2008-02-02,Tottenham,Man United,D,1,1,10,16,8,10,8,9,18,10,3,7,0,0,4.5,3.5,1.83,2007-2008
2008-02-02,Wigan,West Ham,H,1,0,10,5,3,1,6,3,11,12,1,3,0,0,2.62,3.25,2.7,2007-2008
2008-02-03,Fulham,Aston Villa,H,2,1,11,11,8,6,3,10,9,13,1,2,0,0,3.25,3.25,2.25,2007-2008
2008-02-03,Newcastle,Middlesbrough,D,1,1,10,19,8,11,11,6,13,11,1,4,0,0,2,3.25,4,2007-2008
2008-02-09,Aston Villa,Newcastle,H,4,1,13,5,8,3,7,5,19,11,2,1,0,0,1.83,3.5,4.5,2007-2008
2008-02-09,Bolton,Portsmouth,A,0,1,19,7,10,4,5,2,12,14,1,1,0,0,2.5,3.25,2.87,2007-2008
2008-02-09,Derby,Tottenham,A,0,3,10,13,6,8,7,9,14,10,3,1,0,0,6.5,4,1.53,2007-2008
2008-02-09,Everton,Reading,H,1,0,11,14,6,5,8,8,13,13,0,0,0,0,1.53,4,6.5,2007-2008
2008-02-09,Middlesbrough,Fulham,H,1,0,11,10,6,5,7,3,12,10,1,2,0,0,1.9,3.4,4.2,2007-2008
2008-02-09,Sunderland,Wigan,H,2,0,9,21,4,11,2,8,13,6,0,1,0,0,2.1,3.3,3.6,2007-2008
2008-02-09,West Ham,Birmingham,D,1,1,18,5,10,3,7,4,12,20,0,5,1,0,1.8,3.6,4.5,2007-2008
2008-02-10,Chelsea,Liverpool,D,0,0,5,10,3,4,6,4,14,18,3,2,0,0,1.9,3.2,4.5,2007-2008
2008-02-10,Man United,Man City,A,1,2,19,9,9,7,8,7,6,11,1,0,0,0,1.28,5,13,2007-2008
2008-02-11,Arsenal,Blackburn,H,2,0,13,6,9,2,7,5,12,6,1,0,0,0,1.33,4.75,11,2007-2008
2008-02-23,Birmingham,Arsenal,D,2,2,2,26,1,13,1,7,9,13,0,2,1,0,7,4,1.5,2007-2008
2008-02-23,Fulham,West Ham,A,0,1,18,12,14,6,5,8,12,17,3,0,1,0,2.7,3.25,2.62,2007-2008
2008-02-23,Liverpool,Middlesbrough,H,3,2,13,6,8,3,6,2,8,11,2,5,0,1,1.4,4.2,9.5,2007-2008
2008-02-23,Newcastle,Man United,A,1,5,10,16,5,10,7,4,13,12,4,0,0,0,7,4,1.5,2007-2008
2008-02-23,Portsmouth,Sunderland,H,1,0,17,5,10,2,5,3,13,13,1,2,0,0,1.61,3.75,6,2007-2008
2008-02-23,Wigan,Derby,H,2,0,22,5,18,3,14,2,10,12,0,1,0,0,1.61,3.75,6,2007-2008
2008-02-24,Blackburn,Bolton,H,4,1,11,15,6,9,5,4,16,21,2,4,0,0,1.83,3.5,4.5,2007-2008
2008-02-24,Reading,Aston Villa,A,1,2,9,19,6,11,11,7,10,15,2,1,0,0,3.1,3.25,2.37,2007-2008
2008-02-25,Man City,Everton,A,0,2,20,13,12,8,4,7,7,14,0,1,1,0,2.4,3.25,3,2007-2008
2008-03-01,Arsenal,Aston Villa,D,1,1,16,5,7,4,8,7,8,13,1,2,0,0,1.57,3.8,6.5,2007-2008
2008-03-01,Birmingham,Tottenham,H,4,1,13,19,10,10,5,6,14,10,1,0,0,0,3.75,3.5,2,2007-2008
2008-03-01,Derby,Sunderland,D,0,0,8,13,4,5,4,5,19,15,5,1,0,0,3.25,3.3,2.25,2007-2008
2008-03-01,Fulham,Man United,A,0,3,13,16,7,10,3,6,6,13,0,0,0,0,10,5,1.33,2007-2008
2008-03-01,Man City,Wigan,D,0,0,12,8,6,5,4,1,12,7,0,1,0,0,1.8,3.5,4.75,2007-2008
2008-03-01,Middlesbrough,Reading,A,0,1,10,6,5,3,7,2,10,17,4,5,0,0,1.83,3.5,4.5,2007-2008
2008-03-01,Newcastle,Blackburn,A,0,1,17,14,9,6,14,7,10,7,1,2,0,0,2.6,3.3,2.75,2007-2008
2008-03-01,West Ham,Chelsea,A,0,4,9,13,7,8,6,1,14,6,0,2,0,1,4.5,3.5,1.83,2007-2008
2008-03-02,Bolton,Liverpool,A,1,3,7,12,2,9,3,10,7,14,2,1,0,0,4.5,3.6,1.8,2007-2008
2008-03-02,Everton,Portsmouth,H,3,1,13,9,5,5,10,3,12,18,1,1,0,0,1.83,3.5,4.5,2007-2008
2008-03-05,Liverpool,West Ham,H,4,0,20,2,11,2,16,3,9,15,0,3,0,0,1.44,4.33,7.5,2007-2008
2008-03-08,Blackburn,Fulham,D,1,1,14,8,4,4,7,7,19,16,2,2,0,0,1.53,4,6.5,2007-2008
2008-03-08,Liverpool,Newcastle,H,3,0,15,6,13,4,12,8,8,7,1,0,0,0,1.36,4.5,10,2007-2008
2008-03-08,Reading,Man City,H,2,0,13,12,8,5,7,5,9,11,0,2,0,0,2.5,3.25,2.87,2007-2008
2008-03-09,Sunderland,Everton,A,0,1,9,7,6,6,3,4,17,9,2,1,0,0,3.5,3.4,2.1,2007-2008
2008-03-09,Tottenham,West Ham,H,4,0,18,8,11,4,8,4,6,17,0,2,0,1,1.8,3.6,4.5,2007-2008
2008-03-09,Wigan,Arsenal,D,0,0,6,10,3,6,8,5,10,8,2,2,0,0,6.5,3.8,1.57,2007-2008
2008-03-12,Aston Villa,Middlesbrough,D,1,1,5,10,3,2,4,4,15,21,0,4,0,0,1.61,3.75,6,2007-2008
2008-03-12,Chelsea,Derby,H,6,1,14,4,10,3,7,0,7,17,0,1,0,0,1.1,9,26,2007-2008
2008-03-12,Portsmouth,Birmingham,H,4,2,13,7,9,5,4,3,8,10,0,1,0,0,1.83,3.5,4.5,2007-2008
2008-03-15,Arsenal,Middlesbrough,D,1,1,17,4,9,1,11,1,7,10,0,2,0,1,1.25,5.5,13,2007-2008
2008-03-15,Derby,Man United,A,0,1,10,17,8,9,5,11,13,7,4,1,0,0,17,7,1.16,2007-2008
2008-03-15,Liverpool,Reading,H,2,1,19,7,8,3,7,2,7,22,0,5,0,0,1.25,5.5,13,2007-2008
2008-03-15,Portsmouth,Aston Villa,H,2,0,13,16,5,10,3,6,17,13,3,1,1,1,2.37,3.25,3.1,2007-2008
2008-03-15,Sunderland,Chelsea,A,0,1,11,11,4,3,7,7,8,9,2,1,0,0,8,4.2,1.44,2007-2008
2008-03-15,West Ham,Blackburn,H,2,1,12,9,6,5,8,10,11,13,1,3,0,0,2.5,3.3,2.87,2007-2008
2008-03-16,Fulham,Everton,H,1,0,10,7,2,4,3,3,14,6,1,0,0,0,3.5,3.4,2.1,2007-2008
2008-03-16,Man City,Tottenham,H,2,1,13,12,8,7,5,5,11,3,0,0,0,0,2.6,3.3,2.7,2007-2008
2008-03-16,Wigan,Bolton,H,1,0,10,12,7,7,8,5,16,13,2,3,1,0,2.25,3.3,3.25,2007-2008
2008-03-17,Birmingham,Newcastle,D,1,1,12,13,4,7,3,8,8,12,2,2,0,0,2.2,3.25,3.4,2007-2008
2008-03-19,Man United,Bolton,H,2,0,21,14,12,10,6,3,12,14,0,2,0,0,1.16,7,17,2007-2008
2008-03-19,Tottenham,Chelsea,D,4,4,10,10,9,8,10,2,10,16,2,2,0,0,3.6,3.3,2.1,2007-2008
2008-03-22,Aston Villa,Sunderland,A,0,1,9,12,3,3,4,4,9,11,0,2,0,0,1.57,3.8,6.5,2007-2008
2008-03-22,Blackburn,Wigan,H,3,1,11,14,7,7,1,9,19,15,1,3,1,1,1.72,3.6,5,2007-2008
2008-03-22,Bolton,Man City,D,0,0,17,7,7,4,12,12,9,14,1,0,0,0,2.37,3.3,3,2007-2008
2008-03-22,Everton,West Ham,D,1,1,14,13,7,5,4,4,10,10,0,0,0,0,1.72,3.6,5,2007-2008
2008-03-22,Middlesbrough,Derby,H,1,0,6,5,3,1,9,2,9,10,2,1,0,0,1.44,4.2,8,2007-2008
2008-03-22,Newcastle,Fulham,H,2,0,15,9,9,5,6,4,9,5,0,1,0,0,1.8,3.5,4.75,2007-2008
2008-03-22,Reading,Birmingham,H,2,1,13,13,8,7,8,7,16,15,0,1,0,0,2,3.5,3.75,2007-2008
2008-03-22,Tottenham,Portsmouth,H,2,0,17,4,8,4,7,2,8,13,0,1,0,0,1.9,3.5,4,2007-2008
2008-03-23,Chelsea,Arsenal,H,2,1,11,7,8,5,4,2,10,13,3,1,0,0,2.2,3.2,3.5,2007-2008
2008-03-23,Man United,Liverpool,H,3,0,22,8,15,4,2,4,11,12,1,3,0,1,2,3.3,4,2007-2008
2008-03-29,Birmingham,Man City,H,3,1,10,8,7,4,5,2,13,10,0,2,1,0,2.4,3.3,3,2007-2008
2008-03-29,Bolton,Arsenal,A,2,3,13,17,9,8,8,6,12,10,2,2,0,1,5,3.6,1.72,2007-2008
2008-03-29,Derby,Fulham,D,2,2,19,9,13,4,4,5,18,16,2,4,0,0,3,3.3,2.4,2007-2008
2008-03-29,Man United,Aston Villa,H,4,0,14,13,7,6,4,7,7,5,1,1,0,0,1.3,5,12,2007-2008
2008-03-29,Portsmouth,Wigan,H,2,0,12,17,7,9,5,4,10,13,1,2,0,0,1.8,3.6,4.5,2007-2008
2008-03-29,Reading,Blackburn,D,0,0,8,9,2,6,6,7,10,15,3,5,1,0,2.4,3.3,3,2007-2008
2008-03-29,Sunderland,West Ham,H,2,1,22,10,12,4,13,4,9,10,2,1,0,0,2.25,3.3,3.25,2007-2008
2008-03-30,Chelsea,Middlesbrough,H,1,0,16,7,6,3,8,3,11,9,1,1,0,0,1.3,5,12,2007-2008
2008-03-30,Liverpool,Everton,H,1,0,15,3,9,2,11,4,13,14,1,4,0,0,1.72,3.6,5,2007-2008
2008-03-30,Tottenham,Newcastle,A,1,4,18,17,10,9,6,7,10,8,1,1,0,0,1.66,3.6,5.5,2007-2008
2008-04-05,Arsenal,Liverpool,D,1,1,8,11,6,4,5,3,10,10,1,2,0,0,2.1,3.2,3.75,2007-2008
2008-04-05,Aston Villa,Bolton,H,4,0,10,6,6,3,5,4,15,9,2,1,0,0,1.66,3.6,5.5,2007-2008
2008-04-05,Blackburn,Tottenham,D,1,1,12,11,7,8,1,1,20,4,3,1,0,0,2.4,3.4,2.87,2007-2008
2008-04-05,Fulham,Sunderland,A,1,3,14,9,5,6,8,5,12,9,2,0,0,0,2.3,3.3,3.2,2007-2008
2008-04-05,Man City,Chelsea,A,0,2,14,10,7,5,7,5,6,12,1,0,0,0,5,3.6,1.72,2007-2008
2008-04-05,Newcastle,Reading,H,3,0,14,8,9,3,9,7,10,11,0,1,0,0,1.8,3.6,4.5,2007-2008
2008-04-05,Wigan,Birmingham,H,2,0,15,5,8,1,2,2,11,17,1,2,0,1,2.1,3.3,3.6,2007-2008
2008-04-06,Everton,Derby,H,1,0,11,7,5,5,9,8,17,19,1,3,0,0,1.25,5.5,13,2007-2008
2008-04-06,Middlesbrough,Man United,D,2,2,12,15,7,7,4,10,20,11,3,1,0,0,8.5,4.5,1.4,2007-2008
2008-04-08,West Ham,Portsmouth,A,0,1,10,18,8,9,7,4,16,11,0,0,0,0,2.25,3.3,3.25,2007-2008
2008-04-12,Birmingham,Everton,D,1,1,14,13,7,6,11,1,9,6,1,1,0,0,3,3.3,2.4,2007-2008
2008-04-12,Bolton,West Ham,H,1,0,12,11,9,7,12,5,12,11,1,1,0,0,2.1,3.4,3.5,2007-2008
2008-04-12,Derby,Aston Villa,A,0,6,8,16,5,12,3,2,15,15,0,0,0,0,6,4,1.57,2007-2008
2008-04-12,Portsmouth,Newcastle,D,0,0,17,14,8,5,2,11,11,8,1,1,0,0,2.2,3.3,3.4,2007-2008
2008-04-12,Reading,Fulham,A,0,2,4,16,0,8,4,7,11,5,0,1,0,0,1.9,3.4,4.33,2007-2008
2008-04-12,Sunderland,Man City,A,1,2,12,7,7,5,6,2,13,12,3,2,0,0,2.2,3.3,3.4,2007-2008
2008-04-12,Tottenham,Middlesbrough,D,1,1,12,13,9,7,2,7,6,19,0,3,0,0,1.66,3.6,5.5,2007-2008
2008-04-13,Liverpool,Blackburn,H,3,1,17,7,9,3,5,1,12,10,1,0,0,0,1.5,4,7,2007-2008
2008-04-13,Man United,Arsenal,H,2,1,13,18,7,11,6,5,12,7,2,6,0,0,1.83,3.5,4.5,2007-2008
2008-04-14,Chelsea,Wigan,D,1,1,19,6,10,5,9,3,10,17,0,2,0,0,1.22,6,15,2007-2008
2008-04-17,Everton,Chelsea,A,0,1,10,5,5,3,4,6,8,9,0,2,0,0,3.8,3.4,2,2007-2008
2008-04-19,Arsenal,Reading,H,2,0,19,4,12,2,12,4,7,15,0,3,0,0,1.33,5,10,2007-2008
2008-04-19,Blackburn,Man United,D,1,1,4,13,3,10,3,8,14,12,1,1,0,0,6,4,1.57,2007-2008
2008-04-19,Fulham,Liverpool,A,0,2,10,16,6,7,3,3,9,10,1,0,0,0,3.4,3.25,2.2,2007-2008
2008-04-19,Middlesbrough,Bolton,A,0,1,16,12,10,9,7,4,10,14,0,2,0,0,2.1,3.3,3.6,2007-2008
2008-04-19,West Ham,Derby,H,2,1,12,12,8,8,5,11,11,13,2,1,0,0,1.36,5,8.5,2007-2008
2008-04-19,Wigan,Tottenham,D,1,1,13,15,7,12,2,6,8,9,2,1,0,0,2.62,3.3,2.7,2007-2008
2008-04-20,Aston Villa,Birmingham,H,5,1,16,11,9,6,7,8,11,20,0,1,0,0,1.8,3.3,5,2007-2008
2008-04-20,Man City,Portsmouth,H,3,1,16,12,10,6,6,3,7,6,1,1,0,1,2.37,3.3,3,2007-2008
2008-04-20,Newcastle,Sunderland,H,2,0,8,12,4,8,4,4,8,13,0,5,0,0,1.83,3.5,4.5,2007-2008
2008-04-26,Birmingham,Liverpool,D,2,2,5,12,3,7,3,5,6,9,2,1,0,0,2.75,3.25,2.6,2007-2008
2008-04-26,Chelsea,Man United,H,2,1,13,7,8,6,8,3,14,16,3,4,0,0,2.5,3.1,3,2007-2008
2008-04-26,Man City,Fulham,A,2,3,10,18,5,13,3,4,9,7,0,1,0,0,1.83,3.5,4.5,2007-2008
2008-04-26,Sunderland,Middlesbrough,H,3,2,10,10,5,6,7,1,13,9,3,2,0,0,2.3,3.1,3.4,2007-2008
2008-04-26,Tottenham,Bolton,D,1,1,26,7,13,4,12,3,6,11,1,3,0,0,1.9,3.5,4,2007-2008
2008-04-26,West Ham,Newcastle,D,2,2,18,4,11,3,6,1,13,11,2,3,0,0,2.5,3.3,2.87,2007-2008
2008-04-26,Wigan,Reading,D,0,0,12,7,5,2,6,5,18,13,2,4,0,0,2.1,3.2,3.75,2007-2008
2008-04-27,Everton,Aston Villa,D,2,2,13,6,7,3,9,6,10,17,3,3,0,0,2.25,3.3,3.25,2007-2008
2008-04-27,Portsmouth,Blackburn,A,0,1,15,12,6,9,8,7,20,12,2,2,0,0,2.1,3.3,3.6,2007-2008
2008-04-28,Derby,Arsenal,A,2,6,12,20,10,11,5,6,6,7,0,0,0,0,13,5.5,1.25,2007-2008
2008-05-03,Aston Villa,Wigan,A,0,2,14,9,5,5,8,2,7,8,0,1,0,0,1.53,3.8,7,2007-2008
2008-05-03,Blackburn,Derby,H,3,1,25,6,14,3,10,1,12,17,0,0,0,0,1.25,5.5,13,2007-2008
2008-05-03,Bolton,Sunderland,H,2,0,4,5,2,4,3,1,11,12,1,0,0,0,1.57,4,6,2007-2008
2008-05-03,Fulham,Birmingham,H,2,0,9,2,6,0,2,8,10,12,2,5,0,0,2.2,3.4,3.25,2007-2008
2008-05-03,Man United,West Ham,H,4,1,8,9,4,5,4,2,15,16,1,3,1,0,1.16,7,17,2007-2008
2008-05-03,Middlesbrough,Portsmouth,H,2,0,11,13,7,8,7,5,16,11,1,1,0,0,2,3.5,3.75,2007-2008
2008-05-03,Reading,Tottenham,A,0,1,13,13,6,7,10,1,10,7,1,0,0,0,2.2,3.4,3.25,2007-2008
2008-05-04,Arsenal,Everton,H,1,0,11,8,2,4,8,3,10,4,0,1,0,0,1.66,3.6,5.5,2007-2008
2008-05-04,Liverpool,Man City,H,1,0,23,4,10,3,12,5,9,5,0,0,0,0,1.66,3.6,5.5,2007-2008
2008-05-05,Newcastle,Chelsea,A,0,2,13,18,5,9,1,6,13,15,2,2,0,0,6,4.2,1.53,2007-2008
2008-05-11,Birmingham,Blackburn,H,4,1,15,14,9,9,5,2,16,11,3,2,0,0,2,3.6,3.6,2007-2008
2008-05-11,Chelsea,Bolton,D,1,1,19,6,12,4,9,2,12,8,1,3,0,0,1.14,8,17,2007-2008
2008-05-11,Derby,Reading,A,0,4,6,11,2,7,2,0,17,13,0,1,0,0,5.5,4.2,1.57,2007-2008
2008-05-11,Everton,Newcastle,H,3,1,20,3,11,2,6,2,11,12,0,2,0,0,1.8,3.5,4.75,2007-2008
2008-05-11,Middlesbrough,Man City,H,8,1,19,8,15,2,7,0,10,9,2,1,0,1,2.1,3.3,3.6,2007-2008
2008-05-11,Portsmouth,Fulham,A,0,1,15,7,10,4,5,6,13,11,0,0,0,0,3.3,3.6,2.1,2007-2008
2008-05-11,Sunderland,Arsenal,A,0,1,13,12,5,8,3,4,14,12,1,1,0,0,4.33,3.75,1.8,2007-2008
2008-05-11,Tottenham,Liverpool,A,0,2,6,18,3,12,8,4,11,9,1,1,0,0,2.62,3.4,2.62,2007-2008
2008-05-11,West Ham,Aston Villa,D,2,2,16,13,8,8,7,8,9,21,2,2,0,0,3.2,3.5,2.2,2007-2008
2008-05-11,Wigan,Man United,A,0,2,15,11,6,6,5,12,10,5,3,2,0,0,12,6.5,1.22,2007-2008
