Date,Home_Team,Away_Team,Full_Time_Result,Home_Full_Time_Goals,Away_Full_Time_Goals,Home_Shots,Away_Shots,Home_Shots_On_Target,Away_Shots_On_Target,Home_Corners,Away_Corners,Home_Fouls,Away_Fouls,Home_Yellow_Cards,Away_Yellow_Cards,Home_Red_Cards,Away_Red_Cards,Home_Bet365_Odds,Draw_Bet365_Odds,Away_Bet365_Odds,Home_Pinnacle_Odds,Draw_Pinnacle_Odds,Away_Pinnacle_Odds,Season
2019-08-17,Aston Villa,Bournemouth,A,1,2,22,12,7,4,10,5,10,13,0,2,0,0,2.3,3.4,3.1,2.3,3.69,3.11,2019-2020
2019-08-17,Brighton,West Ham,D,1,1,16,8,4,3,8,6,11,10,0,2,0,0,2.55,3.25,2.87,2.22,3.6,3.34,2019-2020
2019-08-17,Everton,Watford,H,1,0,12,8,2,2,4,7,11,11,2,3,0,0,1.72,3.8,4.75,1.85,3.66,4.64,2019-2020
2019-08-17,Norwich,Newcastle,H,3,1,15,10,8,3,7,5,9,11,1,3,0,0,2.25,3.3,3.3,2.14,3.57,3.58,2019-2020
2019-08-17,Southampton,Liverpool,A,1,2,14,15,3,6,5,9,10,6,2,1,0,0,6.5,4.75,1.44,6.43,4.57,1.53,2019-2020
2019-08-17,Man City,Tottenham,D,2,2,30,3,10,2,13,2,14,4,1,0,0,0,1.36,5.25,8,1.37,5.63,8.39,2019-2020
2019-08-18,Sheffield United,Crystal Palace,H,1,0,15,6,3,4,8,4,16,11,3,1,0,0,2.55,3.1,2.9,2.51,3.33,3.08,2019-2020
2019-08-18,Chelsea,Leicester,D,1,1,14,12,5,3,4,5,9,14,1,0,0,0,1.7,3.75,5,1.73,3.9,5.23,2019-2020
2019-08-19,Wolves,Man United,D,1,1,6,9,2,2,4,6,17,8,2,2,0,0,3.3,3.3,2.25,2.98,3.32,2.56,2019-2020
2019-08-23,Aston Villa,Everton,H,2,0,7,12,3,1,0,6,10,18,2,3,0,0,3.25,3.5,2.15,3.1,3.41,2.43,2019-2020
2019-08-24,Norwich,Chelsea,A,2,3,6,23,5,8,1,8,9,9,1,1,0,0,4.33,3.75,1.8,4.17,3.91,1.89,2019-2020
2019-08-24,Brighton,Southampton,A,0,2,12,12,3,4,8,5,9,10,1,3,1,0,2.4,3.3,3,2.33,3.26,3.44,2019-2020
2019-08-24,Man United,Crystal Palace,A,1,2,22,5,3,3,8,1,8,18,2,4,0,0,1.33,5.25,9,1.37,5.33,9.23,2019-2020
2019-08-24,Sheffield United,Leicester,A,1,2,8,10,3,2,7,4,11,6,1,0,0,0,3.3,3.3,2.25,3.19,3.28,2.44,2019-2020
2019-08-24,Watford,West Ham,A,1,3,23,16,3,10,8,7,12,11,1,1,0,0,2.05,3.5,3.5,2.16,3.61,3.48,2019-2020
2019-08-24,Liverpool,Arsenal,H,3,1,25,9,5,3,6,4,8,5,1,1,0,0,1.5,4.6,6,1.46,5.12,6.74,2019-2020
2019-08-25,Bournemouth,Man City,A,1,3,10,19,7,5,4,5,7,13,1,3,0,0,15,7.5,1.16,17,9.5,1.16,2019-2020
2019-08-25,Tottenham,Newcastle,A,0,1,17,8,2,3,6,6,10,5,2,2,0,0,1.2,6.5,14,1.28,6.21,11.48,2019-2020
2019-08-25,Wolves,Burnley,D,1,1,17,13,2,4,4,3,9,11,0,2,0,0,1.85,3.4,4.5,1.78,3.51,5.6,2019-2020
2019-08-31,Southampton,Man United,D,1,1,10,21,2,8,2,3,17,7,1,2,1,0,3.8,3.3,2.05,4.12,3.59,1.99,2019-2020
2019-08-31,Chelsea,Sheffield United,D,2,2,13,8,5,2,3,4,6,11,0,1,0,0,1.36,4.75,9,1.44,4.65,8.21,2019-2020
2019-08-31,Crystal Palace,Aston Villa,H,1,0,22,10,5,2,13,2,15,16,2,4,0,1,2.15,3.3,3.5,2.29,3.39,3.4,2019-2020
2019-08-31,Leicester,Bournemouth,H,3,1,13,8,5,2,4,5,9,11,1,3,0,0,1.7,4,4.75,1.68,4.03,5.4,2019-2020
2019-08-31,Man City,Brighton,H,4,0,15,6,6,2,8,1,10,6,1,1,0,0,1.08,10,26,1.09,13.06,35.17,2019-2020
2019-08-31,Newcastle,Watford,D,1,1,13,13,5,3,6,5,5,11,2,3,0,0,2.5,3.25,2.87,2.53,3.21,3.13,2019-2020
2019-08-31,West Ham,Norwich,H,2,0,18,8,8,3,8,2,16,10,2,1,0,0,1.85,3.9,3.9,1.93,4.12,3.8,2019-2020
2019-08-31,Burnley,Liverpool,A,0,3,7,15,2,7,6,4,10,16,0,0,0,0,9.5,5.5,1.3,9.22,5.77,1.34,2019-2020
2019-09-01,Everton,Wolves,H,3,2,15,8,6,5,7,7,12,12,1,4,0,1,2.2,3.25,3.5,2.08,3.29,4.19,2019-2020
2019-09-01,Arsenal,Tottenham,D,2,2,26,13,8,9,11,6,13,19,3,5,0,0,2.37,3.6,2.8,2.59,3.7,2.72,2019-2020
2019-09-14,Liverpool,Newcastle,H,3,1,21,8,9,1,10,1,5,4,0,0,0,0,1.14,8.5,17,1.21,7.29,14.23,2019-2020
2019-09-14,Brighton,Burnley,D,1,1,14,7,5,1,3,6,13,7,0,2,0,0,2.15,3.3,3.5,2.15,3.44,3.68,2019-2020
2019-09-14,Man United,Leicester,H,1,0,10,9,5,3,3,9,14,14,1,2,0,0,1.95,3.5,4,2.19,3.37,3.66,2019-2020
2019-09-14,Sheffield United,Southampton,A,0,1,17,11,4,7,12,6,10,7,1,1,1,0,2.45,3.2,3,2.44,3.3,3.18,2019-2020
2019-09-14,Tottenham,Crystal Palace,H,4,0,13,11,5,6,4,3,19,11,4,2,0,0,1.36,5.25,8,1.44,4.91,7.61,2019-2020
2019-09-14,Wolves,Chelsea,A,2,5,11,15,4,6,7,5,8,11,1,2,0,0,2.9,3.3,2.5,3.1,3.43,2.42,2019-2020
2019-09-14,Norwich,Man City,H,3,2,7,25,3,8,3,16,8,7,3,1,0,0,15,9,1.14,25.83,13.49,1.09,2019-2020
2019-09-15,Bournemouth,Everton,H,3,1,13,14,6,5,7,7,5,14,0,4,0,0,2.9,3.5,2.4,3.37,3.57,2.23,2019-2020
2019-09-15,Watford,Arsenal,D,2,2,31,10,7,4,7,1,14,4,3,3,0,0,3.6,3.6,2,4.22,3.92,1.88,2019-2020
2019-09-16,Aston Villa,West Ham,D,0,0,10,13,5,1,2,4,13,12,2,1,0,1,2.62,3.5,2.6,2.72,3.71,2.57,2019-2020
2019-09-20,Southampton,Bournemouth,A,1,3,25,6,6,3,4,5,8,9,1,3,0,0,2.05,3.6,3.5,2.17,3.6,3.46,2019-2020
2019-09-21,Leicester,Tottenham,H,2,1,16,11,7,4,8,2,16,13,1,2,0,0,2.87,3.5,2.37,2.72,3.51,2.69,2019-2020
2019-09-21,Burnley,Norwich,H,2,0,13,11,6,2,7,3,11,10,0,1,0,0,2,3.8,3.5,2.02,3.88,3.67,2019-2020
2019-09-21,Everton,Sheffield United,A,0,2,16,2,3,1,12,3,9,9,1,3,0,0,1.61,3.75,6,1.79,3.57,5.31,2019-2020
2019-09-21,Man City,Watford,H,8,0,28,5,11,4,5,4,5,9,2,2,0,0,1.1,11,21,1.11,11.33,25.74,2019-2020
2019-09-21,Newcastle,Brighton,D,0,0,11,16,4,3,5,3,12,8,2,1,0,0,2.5,3.2,3,2.42,3.24,3.3,2019-2020
2019-09-22,Crystal Palace,Wolves,D,1,1,13,14,4,4,6,7,7,10,2,1,0,1,2.62,3.1,2.87,2.9,3.1,2.81,2019-2020
2019-09-22,West Ham,Man United,H,2,0,8,9,6,3,3,7,8,9,2,2,0,0,3.1,3.6,2.2,3.07,3.45,2.45,2019-2020
2019-09-22,Arsenal,Aston Villa,H,3,2,21,14,6,9,9,4,13,15,5,1,1,0,1.4,4.75,8,1.42,5.23,7.59,2019-2020
2019-09-22,Chelsea,Liverpool,A,1,2,13,6,2,3,6,4,8,13,3,3,0,0,3.5,3.75,2,3.24,3.64,2.27,2019-2020
2019-09-28,Sheffield United,Liverpool,A,0,1,12,16,2,4,6,5,8,4,1,1,0,0,9,5.25,1.33,9.44,5.53,1.34,2019-2020
2019-09-28,Aston Villa,Burnley,D,2,2,16,10,3,3,7,3,10,16,1,4,0,0,2.3,3.4,3.1,2.36,3.44,3.19,2019-2020
2019-09-28,Bournemouth,West Ham,D,2,2,13,17,5,6,6,6,7,8,3,1,0,0,2.5,3.5,2.75,2.41,3.65,2.96,2019-2020
2019-09-28,Chelsea,Brighton,H,2,0,24,8,10,1,5,2,5,13,2,3,0,0,1.4,4.75,8,1.45,4.64,8.06,2019-2020
2019-09-28,Crystal Palace,Norwich,H,2,0,15,10,3,3,5,5,14,10,3,1,0,0,1.9,3.75,3.75,1.91,3.89,4.09,2019-2020
2019-09-28,Tottenham,Southampton,H,2,1,9,14,4,6,6,6,5,16,0,2,1,0,1.4,4.75,8,1.38,5.23,8.73,2019-2020
2019-09-28,Wolves,Watford,H,2,0,6,14,2,5,1,6,5,6,0,1,0,0,1.85,3.4,4.5,1.96,3.52,4.34,2019-2020
2019-09-28,Everton,Man City,A,1,3,12,20,8,9,5,2,4,8,2,2,0,0,10,5.5,1.3,8.9,5.51,1.36,2019-2020
2019-09-29,Leicester,Newcastle,H,5,0,13,3,5,0,9,0,12,9,1,1,0,1,1.5,4,7.5,1.52,4.33,7.04,2019-2020
2019-09-30,Man United,Arsenal,D,1,1,16,10,4,5,8,7,18,13,4,2,0,0,2.37,3.5,2.9,2.26,3.57,3.29,2019-2020
2019-10-05,Brighton,Tottenham,H,3,0,17,8,6,3,4,4,11,7,2,1,0,0,3.9,3.6,1.9,5.15,3.89,1.74,2019-2020
2019-10-05,Burnley,Everton,H,1,0,9,11,3,2,7,9,5,12,2,1,0,1,2.87,3.3,2.5,3.22,3.35,2.39,2019-2020
2019-10-05,Liverpool,Leicester,H,2,1,18,2,8,1,4,6,9,17,1,4,0,0,1.44,4.75,7,1.59,4.42,5.76,2019-2020
2019-10-05,Norwich,Aston Villa,A,1,5,21,22,5,12,10,6,14,17,1,3,0,0,2.37,3.6,2.8,2.46,3.62,2.9,2019-2020
2019-10-05,Watford,Sheffield United,D,0,0,8,9,2,3,7,7,7,6,0,2,0,0,2.05,3.4,3.6,2.38,3.27,3.32,2019-2020
2019-10-05,West Ham,Crystal Palace,A,1,2,9,7,4,4,2,2,11,7,3,2,0,0,1.95,3.6,3.8,2.02,3.75,3.85,2019-2020
2019-10-06,Arsenal,Bournemouth,H,1,0,12,10,2,2,14,5,12,6,1,2,0,0,1.44,4.75,7,1.37,5.83,7.87,2019-2020
2019-10-06,Man City,Wolves,A,0,2,18,7,2,2,9,1,11,14,5,2,0,0,1.12,9,21,1.14,8.98,21.94,2019-2020
2019-10-06,Southampton,Chelsea,A,1,4,10,13,3,7,3,4,8,15,0,1,0,0,4,3.8,1.85,4.75,4.29,1.71,2019-2020
2019-10-06,Newcastle,Man United,H,1,0,12,12,2,3,4,6,12,10,3,3,0,0,4.5,3.5,1.85,3.92,3.37,2.12,2019-2020
2019-10-19,Everton,West Ham,H,2,0,19,8,10,4,11,2,15,15,2,2,0,0,1.95,3.75,3.75,1.79,4.15,4.41,2019-2020
2019-10-19,Aston Villa,Brighton,H,2,1,24,20,8,5,7,5,9,17,1,2,0,1,2.35,3.4,3,2.43,3.49,3.04,2019-2020
2019-10-19,Bournemouth,Norwich,D,0,0,11,10,2,1,6,7,8,11,1,3,0,0,1.72,4.2,4.2,1.78,4.18,4.42,2019-2020
2019-10-19,Chelsea,Newcastle,H,1,0,16,5,8,0,11,0,9,12,2,1,0,0,1.3,5.5,10,1.27,6.4,11.56,2019-2020
2019-10-19,Leicester,Burnley,H,2,1,19,13,3,4,9,4,4,10,0,3,0,0,1.57,4,6,1.5,4.48,7.15,2019-2020
2019-10-19,Tottenham,Watford,D,1,1,12,7,2,2,11,2,5,9,4,3,0,0,1.4,5,7.5,1.53,4.35,6.74,2019-2020
2019-10-19,Wolves,Southampton,D,1,1,4,14,1,5,1,3,10,17,3,2,0,0,1.8,3.6,4.5,2.11,3.24,4.1,2019-2020
2019-10-19,Crystal Palace,Man City,A,0,2,7,21,2,10,1,8,8,10,1,1,0,0,12,7,1.22,12.5,7.64,1.21,2019-2020
2019-10-20,Man United,Liverpool,D,1,1,7,10,2,4,3,1,6,14,0,1,0,0,5.25,3.8,1.65,4.19,3.49,2.01,2019-2020
2019-10-21,Sheffield United,Arsenal,H,1,0,8,9,2,3,7,12,10,12,4,4,0,0,3.9,3.75,1.9,3.72,3.63,2.08,2019-2020
2019-10-25,Southampton,Leicester,A,0,9,6,25,3,15,2,7,3,12,0,0,1,0,3.1,3.4,2.3,3.13,3.32,2.46,2019-2020
2019-10-26,Man City,Aston Villa,H,3,0,25,11,9,5,13,7,10,5,1,1,1,0,1.08,11,26,1.06,16.5,33.5,2019-2020
2019-10-26,Brighton,Everton,H,3,2,8,10,4,6,0,5,12,12,2,1,0,0,2.9,3.25,2.5,2.76,3.3,2.77,2019-2020
2019-10-26,Watford,Bournemouth,D,0,0,7,15,3,5,5,10,14,8,5,3,0,0,2.15,3.6,3.25,2.33,3.59,3.12,2019-2020
2019-10-26,West Ham,Sheffield United,D,1,1,12,10,4,4,10,4,7,10,2,2,0,0,2.1,3.5,3.5,2.29,3.4,3.39,2019-2020
2019-10-26,Burnley,Chelsea,A,2,4,13,16,5,7,5,6,7,8,3,2,0,0,4.5,4,1.72,5.06,4.07,1.71,2019-2020
2019-10-27,Newcastle,Wolves,D,1,1,13,13,2,5,3,6,8,15,2,2,1,0,3,3.1,2.55,3.48,3.09,2.42,2019-2020
2019-10-27,Arsenal,Crystal Palace,D,2,2,15,10,6,4,12,5,18,9,2,0,0,0,1.45,4.75,6.5,1.48,4.79,6.92,2019-2020
2019-10-27,Liverpool,Tottenham,H,2,1,21,11,13,4,8,3,9,11,3,3,0,0,1.5,4.33,6.5,1.47,5.04,6.57,2019-2020
2019-10-27,Norwich,Man United,A,1,3,10,21,3,11,1,10,13,10,2,2,0,0,4.33,4,1.75,4.72,3.73,1.83,2019-2020
2019-11-02,Bournemouth,Man United,H,1,0,12,15,6,4,4,10,14,12,4,3,0,0,3.25,3.6,2.15,3.67,3.6,2.11,2019-2020
2019-11-02,Arsenal,Wolves,D,1,1,10,25,4,8,8,9,6,15,0,2,0,0,1.75,3.75,4.75,1.76,3.95,4.87,2019-2020
2019-11-02,Aston Villa,Liverpool,A,1,2,5,25,2,6,2,10,12,9,1,2,0,0,9,5,1.33,10.13,6.57,1.28,2019-2020
2019-11-02,Brighton,Norwich,H,2,0,21,7,5,0,8,3,11,8,0,1,0,0,1.72,4.2,4.33,1.57,4.56,5.8,2019-2020
2019-11-02,Man City,Southampton,H,2,1,26,3,4,3,17,0,11,10,3,1,0,0,1.07,13,23,1.07,14.49,36.78,2019-2020
2019-11-02,Sheffield United,Burnley,H,3,0,13,6,6,0,7,6,8,12,1,2,0,0,2.25,3.2,3.4,2.29,3.22,3.58,2019-2020
2019-11-02,West Ham,Newcastle,A,2,3,16,12,6,9,7,3,10,7,2,1,0,0,1.75,3.8,4.5,1.89,3.64,4.48,2019-2020
2019-11-02,Watford,Chelsea,A,1,2,12,16,3,10,1,6,8,5,4,2,0,0,5,4.33,1.61,5.34,4.43,1.63,2019-2020
2019-11-03,Crystal Palace,Leicester,A,0,2,12,14,3,5,5,6,15,16,2,2,0,0,3.5,3.4,2.1,3.86,3.62,2.05,2019-2020
2019-11-03,Everton,Tottenham,D,1,1,7,4,3,2,5,2,9,8,1,2,0,1,2.7,3.4,2.6,2.54,3.62,2.82,2019-2020
2019-11-08,Norwich,Watford,A,0,2,17,12,5,2,10,4,7,13,1,2,0,1,2.7,3.5,2.55,2.97,3.63,2.41,2019-2020
2019-11-09,Chelsea,Crystal Palace,H,2,0,23,3,5,1,7,0,9,17,3,2,0,0,1.33,5,10,1.44,4.69,7.98,2019-2020
2019-11-09,Burnley,West Ham,H,3,0,14,7,12,4,11,4,17,10,2,1,0,0,2.25,3.5,3.1,2.18,3.63,3.41,2019-2020
2019-11-09,Newcastle,Bournemouth,H,2,1,20,16,9,3,5,4,10,5,2,0,0,0,2.55,3.25,2.8,2.69,3.31,2.83,2019-2020
2019-11-09,Southampton,Everton,A,1,2,4,24,3,5,5,9,12,12,1,1,0,0,2.9,3.3,2.45,3.17,3.35,2.42,2019-2020
2019-11-09,Tottenham,Sheffield United,D,1,1,17,14,5,4,4,4,6,9,2,2,0,0,1.57,4,6,1.56,4.41,6.26,2019-2020
2019-11-09,Leicester,Arsenal,H,2,0,19,8,7,1,5,4,10,10,1,1,0,0,2,3.75,3.5,1.93,4.05,3.88,2019-2020
2019-11-10,Man United,Brighton,H,3,1,21,6,11,2,5,2,10,14,2,5,0,0,1.6,3.75,6.5,1.66,3.69,6.41,2019-2020
2019-11-10,Wolves,Aston Villa,H,2,1,17,13,5,4,6,3,17,8,4,3,0,0,1.9,3.5,4.2,1.68,3.97,5.53,2019-2020
2019-11-10,Liverpool,Man City,H,3,1,12,18,5,3,4,13,10,5,0,2,0,0,2.5,3.6,2.62,2.72,3.64,2.62,2019-2020
2019-11-23,West Ham,Tottenham,A,2,3,11,15,4,6,3,7,12,14,3,2,0,0,4.2,4.33,1.7,4.71,4.53,1.69,2019-2020
2019-11-23,Arsenal,Southampton,D,2,2,12,21,5,6,6,8,13,19,6,2,0,0,1.45,4.75,6.5,1.5,4.54,7.05,2019-2020
2019-11-23,Bournemouth,Wolves,A,1,2,9,17,2,7,5,9,10,12,2,1,1,0,2.75,3.3,2.6,3.1,3.25,2.52,2019-2020
2019-11-23,Brighton,Leicester,A,0,2,7,19,0,9,6,7,9,1,2,0,0,0,3.75,3.5,2,3.9,3.56,2.05,2019-2020
2019-11-23,Crystal Palace,Liverpool,A,1,2,16,12,6,4,9,8,8,7,0,1,0,0,7.5,4.75,1.4,6.95,4.65,1.49,2019-2020
2019-11-23,Everton,Norwich,A,0,2,18,13,7,5,7,7,12,11,3,5,0,0,1.36,5.1,8,1.34,5.64,9.17,2019-2020
2019-11-23,Watford,Burnley,A,0,3,15,11,4,5,7,5,14,13,0,3,0,0,2.3,3.4,3.1,2.27,3.4,3.42,2019-2020
2019-11-23,Man City,Chelsea,H,2,1,15,11,4,2,8,2,5,9,1,1,0,0,1.44,5,6.5,1.38,5.84,7.62,2019-2020
2019-11-24,Sheffield United,Man United,D,3,3,12,11,8,5,6,3,13,10,1,2,0,0,3.5,3.4,2.1,3.95,3.45,2.08,2019-2020
2019-11-25,Aston Villa,Newcastle,H,2,0,17,11,8,5,11,6,10,9,1,1,0,0,2.05,3.4,3.7,2.22,3.58,3.37,2019-2020
2019-11-30,Newcastle,Man City,D,2,2,6,24,3,9,1,10,4,6,1,2,0,0,13,8,1.16,11,7.75,1.23,2019-2020
2019-11-30,Burnley,Crystal Palace,A,0,2,15,7,4,2,5,6,13,10,2,0,0,0,2.25,3.25,3.3,2.05,3.56,3.89,2019-2020
2019-11-30,Chelsea,West Ham,A,0,1,19,5,6,4,9,3,0,16,0,3,0,0,1.28,6,9,1.3,6.14,10.01,2019-2020
2019-11-30,Liverpool,Brighton,H,2,1,15,12,7,5,4,5,3,10,0,0,1,0,1.18,7,15,1.2,7.42,14.78,2019-2020
2019-11-30,Tottenham,Bournemouth,H,3,2,15,20,5,6,4,8,10,12,0,2,0,0,1.36,5.5,7.5,1.34,5.67,9.23,2019-2020
2019-11-30,Southampton,Watford,H,2,1,11,6,6,3,6,7,6,10,1,0,0,0,2.1,3.4,3.5,2.1,3.6,3.67,2019-2020
2019-12-01,Norwich,Arsenal,D,2,2,15,16,8,7,7,12,8,10,2,1,0,0,4,4.33,1.75,4.56,4.49,1.71,2019-2020
2019-12-01,Wolves,Sheffield United,D,1,1,13,9,3,4,7,2,12,18,1,4,0,0,1.9,3.5,4.2,2.23,3.2,3.82,2019-2020
2019-12-01,Leicester,Everton,H,2,1,16,11,6,3,4,4,7,9,0,1,0,0,1.61,4,5.25,1.65,4.08,5.57,2019-2020
2019-12-01,Man United,Aston Villa,D,2,2,16,9,6,3,9,9,16,8,4,1,0,0,1.45,4.5,7,1.47,4.75,7.32,2019-2020
2019-12-03,Crystal Palace,Bournemouth,H,1,0,7,6,2,3,6,9,6,15,3,3,1,0,2.2,3.4,3.25,2.27,3.41,3.41,2019-2020
2019-12-03,Burnley,Man City,A,1,4,4,17,2,8,3,6,9,6,1,1,0,0,11,7,1.22,10.93,7.61,1.23,2019-2020
2019-12-04,Chelsea,Aston Villa,H,2,1,25,9,9,3,9,5,18,10,2,1,0,0,1.28,5.75,10,1.36,5.66,8.46,2019-2020
2019-12-04,Leicester,Watford,H,2,0,12,4,6,1,7,2,13,16,3,2,0,0,1.33,5.5,8,1.39,5.26,8.29,2019-2020
2019-12-04,Man United,Tottenham,H,2,1,12,8,7,5,4,3,9,9,0,1,0,0,2.75,3.4,2.55,2.6,3.5,2.82,2019-2020
2019-12-04,Southampton,Norwich,H,2,1,14,10,5,3,6,1,12,7,1,1,0,0,1.72,4,4.2,1.76,4.04,4.68,2019-2020
2019-12-04,Wolves,West Ham,H,2,0,13,6,7,3,5,4,8,9,1,2,0,0,1.75,3.7,4.75,1.67,4.13,5.31,2019-2020
2019-12-04,Liverpool,Everton,H,5,2,11,12,5,4,5,6,13,17,1,2,0,0,1.36,5,8.5,1.66,4.11,5.59,2019-2020
2019-12-05,Sheffield United,Newcastle,A,0,2,13,6,6,4,8,1,10,6,2,0,0,0,1.83,3.4,4.6,1.79,3.63,5.24,2019-2020
2019-12-05,Arsenal,Brighton,A,1,2,12,20,5,9,9,9,10,11,3,1,0,0,1.57,4.33,5.5,1.66,4.32,5.17,2019-2020
2019-12-07,Everton,Chelsea,H,3,1,13,15,7,4,1,5,14,9,3,0,0,0,3.5,3.75,2,3.37,3.81,2.15,2019-2020
2019-12-07,Bournemouth,Liverpool,A,0,3,3,21,0,9,1,3,5,6,0,1,0,0,7,5.25,1.4,6.58,4.63,1.51,2019-2020
2019-12-07,Tottenham,Burnley,H,5,0,13,7,7,1,1,1,12,8,1,1,0,0,1.4,4.75,8,1.45,4.95,7.29,2019-2020
2019-12-07,Watford,Crystal Palace,D,0,0,13,3,3,0,6,2,15,16,4,2,0,0,2.37,3.3,3.1,2.48,3.37,3.05,2019-2020
2019-12-07,Man City,Man United,A,1,2,22,11,5,7,16,3,10,10,3,2,0,0,1.3,5.5,10,1.32,6.2,9.5,2019-2020
2019-12-08,Aston Villa,Leicester,A,1,4,15,23,2,8,8,5,21,15,6,2,0,0,4.33,3.8,1.8,4.98,4.16,1.7,2019-2020
2019-12-08,Newcastle,Southampton,H,2,1,12,19,6,4,3,12,11,17,1,3,0,0,2.5,3.2,2.9,2.59,3.42,2.87,2019-2020
2019-12-08,Norwich,Sheffield United,A,1,2,14,9,4,3,9,1,6,12,0,4,0,0,2.9,3.5,2.37,3.18,3.57,2.31,2019-2020
2019-12-08,Brighton,Wolves,D,2,2,13,13,4,5,3,4,10,7,3,0,0,0,2.62,3.1,2.87,2.65,3.22,2.98,2019-2020
2019-12-09,West Ham,Arsenal,A,1,3,11,10,4,3,4,3,12,6,2,0,0,0,3.3,4,2,3.61,4.3,1.95,2019-2020
2019-12-14,Liverpool,Watford,H,2,0,16,8,6,2,6,3,8,6,2,1,0,0,1.16,7.5,17,1.2,7.46,15.82,2019-2020
2019-12-14,Burnley,Newcastle,H,1,0,7,9,4,0,4,3,15,12,0,2,0,0,1.95,3.4,4,2.01,3.52,4.12,2019-2020
2019-12-14,Chelsea,Bournemouth,A,0,1,18,11,5,2,9,4,9,14,1,2,0,0,1.25,6,12,1.24,7.01,12.05,2019-2020
2019-12-14,Leicester,Norwich,D,1,1,18,10,5,3,12,4,11,15,0,4,0,0,1.22,6.5,13,1.25,6.89,11.49,2019-2020
2019-12-14,Sheffield United,Aston Villa,H,2,0,7,8,3,0,3,2,10,9,2,2,0,0,1.85,3.75,4.2,1.79,3.89,4.68,2019-2020
2019-12-14,Southampton,West Ham,A,0,1,11,11,2,4,5,8,9,14,1,3,0,0,1.9,3.8,3.8,1.83,4.01,4.29,2019-2020
2019-12-15,Man United,Everton,D,1,1,24,8,8,3,6,5,10,12,1,2,0,0,1.8,3.7,4.5,1.69,4.01,5.32,2019-2020
2019-12-15,Wolves,Tottenham,A,1,2,18,9,5,5,11,2,14,10,4,4,0,0,3.25,3.4,2.25,2.88,3.65,2.47,2019-2020
2019-12-15,Arsenal,Man City,A,0,3,6,14,1,7,3,3,9,24,1,4,0,0,6,5.25,1.44,7.29,5.83,1.38,2019-2020
2019-12-16,Crystal Palace,Brighton,D,1,1,11,15,4,10,3,7,7,12,1,1,0,0,2.55,3.25,2.87,2.86,3.27,2.7,2019-2020
2019-12-21,Everton,Arsenal,D,0,0,9,6,0,2,5,4,10,11,2,3,0,0,2.3,3.8,2.87,2.14,3.84,3.34,2019-2020
2019-12-21,Aston Villa,Southampton,A,1,3,19,17,6,8,7,5,16,15,2,1,0,0,2.4,3.6,2.8,2.53,3.75,2.71,2019-2020
2019-12-21,Bournemouth,Burnley,A,0,1,3,2,0,1,4,5,13,21,2,4,0,0,2.4,3.4,2.9,2.37,3.35,3.22,2019-2020
2019-12-21,Brighton,Sheffield United,A,0,1,9,7,2,2,4,3,6,11,1,3,0,0,2.2,3.25,3.5,2.22,3.3,3.61,2019-2020
2019-12-21,Newcastle,Crystal Palace,H,1,0,8,16,3,4,4,5,12,11,2,0,0,0,2.37,3.1,3.25,2.45,3.14,3.29,2019-2020
